date,mine_id,mine_name,planned_tonnage,actual_tonnage,ore_grade_mn,recovery_rate,crusher_utilization,fleet_availability,operating_hours,downtime_hours,rainfall_mm,shortfall_tonnes,shortfall_percentage,shortfall_event
2025-08-22,gumgaon,Gumgaon Incline Mine,2800,1275,39.4,88.4,71.6,64.1,17.7,6.3,91.0,1525,54.5,1
2025-08-23,gumgaon,Gumgaon Incline Mine,2800,1279,37.9,86.4,69.0,63.8,17.9,6.1,81.4,1521,54.3,1
2025-08-24,gumgaon,Gumgaon Incline Mine,2800,1268,38.1,87.6,55.9,79.0,14.4,9.6,35.8,1532,54.7,1
2025-08-25,gumgaon,Gumgaon Incline Mine,2800,1671,39.3,85.5,80.1,76.9,19.8,4.2,54.8,1129,40.3,1
2025-08-26,gumgaon,Gumgaon Incline Mine,2800,1824,39.3,86.2,84.4,79.1,20.7,3.3,33.1,976,34.9,1
2025-08-27,gumgaon,Gumgaon Incline Mine,2800,1501,38.0,87.6,70.7,72.1,18.5,5.5,65.8,1299,46.4,1
2025-08-28,gumgaon,Gumgaon Incline Mine,2800,1793,38.7,87.4,83.4,77.7,20.5,3.5,28.5,1007,36.0,1
2025-08-29,gumgaon,Gumgaon Incline Mine,2800,2201,38.5,85.8,88.8,86.2,22.7,1.3,9.8,599,21.4,1
2025-08-30,gumgaon,Gumgaon Incline Mine,2800,1072,38.3,85.6,69.3,57.6,16.9,7.1,107.3,1728,61.7,1
2025-08-31,gumgaon,Gumgaon Incline Mine,2800,1513,39.2,88.3,77.8,73.5,18.7,5.3,62.7,1287,46.0,1
2025-09-01,gumgaon,Gumgaon Incline Mine,2800,1991,39.1,87.4,84.9,83.4,21.9,2.1,9.8,809,28.9,1
2025-09-02,gumgaon,Gumgaon Incline Mine,2800,1987,38.2,87.0,80.9,81.9,20.9,3.1,30.4,813,29.0,1
2025-09-03,gumgaon,Gumgaon Incline Mine,2800,2174,38.7,85.2,85.1,86.4,22.3,1.7,16.0,626,22.4,1
2025-09-04,gumgaon,Gumgaon Incline Mine,2800,1540,38.2,87.2,78.1,72.1,19.1,4.9,49.4,1260,45.0,1
2025-09-05,gumgaon,Gumgaon Incline Mine,2800,1468,37.4,85.4,71.4,75.2,17.9,6.1,69.1,1332,47.6,1
2025-09-06,gumgaon,Gumgaon Incline Mine,2800,1266,38.4,87.1,67.6,63.6,17.7,6.3,83.0,1534,54.8,1
2025-09-07,gumgaon,Gumgaon Incline Mine,2800,1860,37.6,85.5,79.7,81.2,20.9,3.1,28.9,940,33.6,1
2025-09-08,gumgaon,Gumgaon Incline Mine,2800,1944,39.0,85.3,82.8,82.4,21.4,2.6,21.0,856,30.6,1
2025-09-09,gumgaon,Gumgaon Incline Mine,2800,1425,39.0,86.1,69.0,69.3,18.4,5.6,65.6,1375,49.1,1
2025-09-10,gumgaon,Gumgaon Incline Mine,2800,2137,33.8,83.6,87.3,86.7,22.4,1.6,2.6,663,23.7,1
2025-09-11,gumgaon,Gumgaon Incline Mine,2800,1800,38.7,85.4,81.3,82.5,20.3,3.7,36.9,1000,35.7,1
2025-09-12,gumgaon,Gumgaon Incline Mine,2800,1683,39.2,88.0,74.6,75.4,19.8,4.2,40.4,1117,39.9,1
2025-09-13,gumgaon,Gumgaon Incline Mine,2800,2095,37.5,84.4,87.3,89.5,22.2,1.8,9.0,705,25.2,1
2025-09-14,gumgaon,Gumgaon Incline Mine,2800,1774,38.0,85.1,82.2,77.6,20.8,3.2,42.6,1026,36.6,1
2025-09-15,gumgaon,Gumgaon Incline Mine,2800,2293,39.2,87.8,91.2,86.7,22.7,1.3,13.7,507,18.1,1
2025-09-16,gumgaon,Gumgaon Incline Mine,2800,2094,38.1,87.5,91.7,83.6,22.4,1.6,12.0,706,25.2,1
2025-09-17,gumgaon,Gumgaon Incline Mine,2800,1787,39.5,85.7,86.2,78.0,21.4,2.6,20.4,1013,36.2,1
2025-09-18,gumgaon,Gumgaon Incline Mine,2800,2228,38.7,85.9,94.3,89.3,23.2,0.8,0.0,572,20.4,1
2025-09-19,gumgaon,Gumgaon Incline Mine,2800,2425,39.2,86.3,91.3,91.4,23.3,0.7,0.0,375,13.4,1
2025-09-20,gumgaon,Gumgaon Incline Mine,2800,2258,38.5,85.2,92.6,88.9,23.3,0.7,0.0,542,19.4,1
2025-09-21,gumgaon,Gumgaon Incline Mine,2800,2100,39.9,88.1,91.1,86.5,22.1,1.9,0.0,700,25.0,1
2025-09-22,gumgaon,Gumgaon Incline Mine,2800,2213,38.4,86.3,89.3,90.6,22.6,1.4,0.0,587,21.0,1
2025-09-23,gumgaon,Gumgaon Incline Mine,2800,2345,38.4,87.6,95.5,88.5,23.5,0.5,0.0,455,16.2,1
2025-09-24,gumgaon,Gumgaon Incline Mine,2800,2283,38.9,88.1,91.7,89.9,22.1,1.9,0.0,517,18.5,1
2025-09-25,gumgaon,Gumgaon Incline Mine,2800,2238,37.9,86.3,92.2,87.0,23.1,0.9,0.0,562,20.1,1
2025-09-26,gumgaon,Gumgaon Incline Mine,2800,2236,38.2,85.5,94.3,85.5,23.3,0.7,0.0,564,20.1,1
2025-09-27,gumgaon,Gumgaon Incline Mine,2800,2254,37.7,85.8,90.3,90.2,22.6,1.4,0.0,546,19.5,1
2025-09-28,gumgaon,Gumgaon Incline Mine,2800,2296,38.8,87.9,92.2,87.5,22.4,1.6,0.0,504,18.0,1
2025-09-29,gumgaon,Gumgaon Incline Mine,2800,2338,38.2,85.3,92.8,88.8,23.2,0.8,0.0,462,16.5,1
2025-09-30,gumgaon,Gumgaon Incline Mine,2800,2321,37.6,84.8,88.6,91.9,23.0,1.0,0.0,479,17.1,1
2025-10-01,gumgaon,Gumgaon Incline Mine,2800,2198,39.4,86.0,92.1,88.5,23.0,1.0,0.0,602,21.5,1
2025-10-02,gumgaon,Gumgaon Incline Mine,2800,2223,38.3,87.3,92.8,85.6,22.9,1.1,0.0,577,20.6,1
2025-10-03,gumgaon,Gumgaon Incline Mine,2800,2360,39.0,86.1,86.2,92.1,22.4,1.6,0.0,440,15.7,1
2025-10-04,gumgaon,Gumgaon Incline Mine,2800,2305,38.6,87.7,96.0,88.2,23.5,0.5,0.0,495,17.7,1
2025-10-05,gumgaon,Gumgaon Incline Mine,2800,2282,39.1,85.3,93.7,89.8,22.5,1.5,0.0,518,18.5,1
2025-10-06,gumgaon,Gumgaon Incline Mine,2800,2074,39.4,86.8,90.2,85.9,22.2,1.8,0.0,726,25.9,1
2025-10-07,gumgaon,Gumgaon Incline Mine,2800,2174,38.3,86.0,88.5,88.0,22.7,1.3,0.0,626,22.4,1
2025-10-08,gumgaon,Gumgaon Incline Mine,2800,2191,39.4,86.9,88.8,88.6,22.1,1.9,0.0,609,21.8,1
2025-10-09,gumgaon,Gumgaon Incline Mine,2800,2358,39.5,88.4,93.8,89.4,23.0,1.0,0.0,442,15.8,1
2025-10-10,gumgaon,Gumgaon Incline Mine,2800,1643,38.0,86.1,60.6,90.0,16.0,8.0,0.0,1157,41.3,1
2025-10-11,gumgaon,Gumgaon Incline Mine,2800,2297,39.3,87.6,88.0,90.3,23.0,1.0,0.0,503,18.0,1
2025-10-12,gumgaon,Gumgaon Incline Mine,2800,2397,39.9,88.7,89.8,92.4,22.5,1.5,0.0,403,14.4,1
2025-10-13,gumgaon,Gumgaon Incline Mine,2800,2399,38.3,87.3,94.9,92.7,23.2,0.8,0.0,401,14.3,1
2025-10-14,gumgaon,Gumgaon Incline Mine,2800,2197,39.3,87.7,88.4,88.0,22.6,1.4,0.0,603,21.5,1
2025-10-15,gumgaon,Gumgaon Incline Mine,2800,2278,38.6,87.3,90.2,89.5,23.0,1.0,0.0,522,18.6,1
2025-10-16,gumgaon,Gumgaon Incline Mine,2800,2212,38.3,85.7,96.0,86.7,23.1,0.9,0.0,588,21.0,1
2025-10-17,gumgaon,Gumgaon Incline Mine,2800,2254,38.7,87.3,93.2,87.0,22.4,1.6,0.0,546,19.5,1
2025-10-18,gumgaon,Gumgaon Incline Mine,2800,2236,38.6,85.0,88.7,92.0,22.6,1.4,0.0,564,20.1,1
2025-10-19,gumgaon,Gumgaon Incline Mine,2800,2296,38.6,86.1,97.0,87.6,23.5,0.5,0.0,504,18.0,1
2025-10-20,gumgaon,Gumgaon Incline Mine,2800,2219,38.3,85.9,88.9,88.9,22.1,1.9,0.0,581,20.8,1
2025-10-21,gumgaon,Gumgaon Incline Mine,2800,2333,38.6,87.3,88.3,91.9,22.9,1.1,0.0,467,16.7,1
2025-10-22,gumgaon,Gumgaon Incline Mine,2800,2315,39.4,85.8,94.8,88.1,23.2,0.8,0.0,485,17.3,1
2025-10-23,gumgaon,Gumgaon Incline Mine,2800,2279,40.0,88.5,88.1,87.7,22.9,1.1,0.0,521,18.6,1
2025-10-24,gumgaon,Gumgaon Incline Mine,2800,2016,38.5,86.4,93.5,81.2,22.7,1.3,0.0,784,28.0,1
2025-10-25,gumgaon,Gumgaon Incline Mine,2800,2317,37.9,86.2,87.9,93.8,22.4,1.6,0.0,483,17.2,1
2025-10-26,gumgaon,Gumgaon Incline Mine,2800,2187,40.0,88.3,85.5,88.8,22.2,1.8,0.0,613,21.9,1
2025-10-27,gumgaon,Gumgaon Incline Mine,2800,2114,38.8,85.8,86.3,88.3,22.1,1.9,0.0,686,24.5,1
2025-10-28,gumgaon,Gumgaon Incline Mine,2800,2183,38.7,87.6,93.3,85.8,23.0,1.0,0.0,617,22.0,1
2025-10-29,gumgaon,Gumgaon Incline Mine,2800,2359,38.6,86.3,94.9,89.6,23.0,1.0,0.0,441,15.8,1
2025-10-30,gumgaon,Gumgaon Incline Mine,2800,2186,39.2,86.3,93.9,85.2,22.7,1.3,0.0,614,21.9,1
2025-10-31,gumgaon,Gumgaon Incline Mine,2800,2349,38.8,87.3,91.4,93.5,22.3,1.7,0.0,451,16.1,1
2025-11-01,gumgaon,Gumgaon Incline Mine,2800,2173,39.3,86.1,88.3,88.8,22.3,1.7,0.0,627,22.4,1
2025-11-02,gumgaon,Gumgaon Incline Mine,2800,2286,37.6,86.4,92.9,89.9,23.2,0.8,0.0,514,18.4,1
2025-11-03,gumgaon,Gumgaon Incline Mine,2800,2152,38.3,85.7,91.5,90.1,22.0,2.0,0.0,648,23.1,1
2025-11-04,gumgaon,Gumgaon Incline Mine,2800,2437,38.5,86.4,93.2,90.7,23.5,0.5,0.0,363,13.0,1
2025-11-05,gumgaon,Gumgaon Incline Mine,2800,2219,39.3,86.0,86.2,91.9,22.5,1.5,0.0,581,20.8,1
2025-11-06,gumgaon,Gumgaon Incline Mine,2800,2232,38.1,86.4,91.9,85.0,22.8,1.2,0.0,568,20.3,1
2025-11-07,gumgaon,Gumgaon Incline Mine,2800,2248,39.1,87.2,87.5,88.9,22.6,1.4,0.0,552,19.7,1
2025-11-08,gumgaon,Gumgaon Incline Mine,2800,2273,38.5,87.6,92.0,90.7,22.3,1.7,0.0,527,18.8,1
2025-11-09,gumgaon,Gumgaon Incline Mine,2800,2235,38.8,87.2,94.5,86.5,22.7,1.3,0.0,565,20.2,1
2025-11-10,gumgaon,Gumgaon Incline Mine,2800,2095,38.5,85.5,85.2,87.9,22.2,1.8,0.0,705,25.2,1
2025-11-11,gumgaon,Gumgaon Incline Mine,2800,2177,38.0,84.9,90.2,91.2,22.1,1.9,0.0,623,22.2,1
2025-11-12,gumgaon,Gumgaon Incline Mine,2800,2246,34.3,84.7,90.8,89.3,22.7,1.3,0.0,554,19.8,1
2025-11-13,gumgaon,Gumgaon Incline Mine,2800,2081,38.8,87.5,91.9,85.0,22.1,1.9,0.0,719,25.7,1
2025-11-14,gumgaon,Gumgaon Incline Mine,2800,2118,37.7,85.7,86.8,88.9,22.2,1.8,0.0,682,24.4,1
2025-11-15,gumgaon,Gumgaon Incline Mine,2800,2391,38.3,86.8,92.9,90.2,23.1,0.9,0.0,409,14.6,1
2025-11-16,gumgaon,Gumgaon Incline Mine,2800,2159,38.7,86.8,86.1,86.2,22.4,1.6,0.0,641,22.9,1
2025-11-17,gumgaon,Gumgaon Incline Mine,2800,2239,40.4,88.8,88.7,84.6,22.6,1.4,0.0,561,20.0,1
2025-11-18,gumgaon,Gumgaon Incline Mine,2800,2223,38.5,85.3,86.7,87.0,22.5,1.5,0.0,577,20.6,1
2025-11-19,gumgaon,Gumgaon Incline Mine,2800,2297,39.3,87.3,89.3,87.8,22.6,1.4,0.0,503,18.0,1
2025-11-20,gumgaon,Gumgaon Incline Mine,2800,2319,38.6,86.5,93.6,89.2,22.8,1.2,0.0,481,17.2,1
2025-11-21,gumgaon,Gumgaon Incline Mine,2800,2266,39.2,85.7,89.4,90.7,23.1,0.9,0.0,534,19.1,1
2025-11-22,gumgaon,Gumgaon Incline Mine,2800,2372,39.0,86.0,94.2,94.2,22.7,1.3,0.0,428,15.3,1
2025-11-23,gumgaon,Gumgaon Incline Mine,2800,2043,39.3,87.9,94.4,79.4,23.2,0.8,0.0,757,27.0,1
2025-11-24,gumgaon,Gumgaon Incline Mine,2800,2280,38.2,87.3,89.3,87.8,22.6,1.4,0.0,520,18.6,1
2025-11-25,gumgaon,Gumgaon Incline Mine,2800,2058,38.0,85.5,85.5,87.0,22.1,1.9,0.0,742,26.5,1
2025-11-26,gumgaon,Gumgaon Incline Mine,2800,1600,38.8,87.1,63.1,85.7,16.3,7.7,0.0,1200,42.9,1
2025-11-27,gumgaon,Gumgaon Incline Mine,2800,2327,38.3,87.4,90.4,91.3,23.3,0.7,0.0,473,16.9,1
2025-11-28,gumgaon,Gumgaon Incline Mine,2800,2333,38.6,86.5,93.5,91.2,23.0,1.0,0.0,467,16.7,1
2025-11-29,gumgaon,Gumgaon Incline Mine,2800,2329,39.1,87.5,84.7,91.6,22.2,1.8,0.0,471,16.8,1
2025-11-30,gumgaon,Gumgaon Incline Mine,2800,2203,39.8,85.9,85.8,88.3,22.0,2.0,0.0,597,21.3,1
2025-12-01,gumgaon,Gumgaon Incline Mine,2800,2337,39.4,88.4,93.3,88.6,23.1,0.9,0.0,463,16.5,1
2025-12-02,gumgaon,Gumgaon Incline Mine,2800,2219,38.6,86.9,90.8,90.1,22.1,1.9,0.0,581,20.8,1
2025-12-03,gumgaon,Gumgaon Incline Mine,2800,2183,39.5,86.1,87.3,89.3,22.6,1.4,0.0,617,22.0,1
2025-12-04,gumgaon,Gumgaon Incline Mine,2800,2177,38.3,86.8,93.6,84.6,23.4,0.6,0.0,623,22.2,1
2025-12-05,gumgaon,Gumgaon Incline Mine,2800,2392,39.1,88.3,90.7,87.1,23.4,0.6,0.0,408,14.6,1
2025-12-06,gumgaon,Gumgaon Incline Mine,2800,2298,38.1,87.3,96.0,86.2,23.5,0.5,0.0,502,17.9,1
2025-12-07,gumgaon,Gumgaon Incline Mine,2800,2415,39.1,88.2,96.0,95.1,23.1,0.9,0.0,385,13.8,1
2025-12-08,gumgaon,Gumgaon Incline Mine,2800,2367,38.2,86.2,91.8,91.6,22.9,1.1,0.0,433,15.5,1
2025-12-09,gumgaon,Gumgaon Incline Mine,2800,2271,38.0,85.7,92.3,89.4,23.0,1.0,0.0,529,18.9,1
2025-12-10,gumgaon,Gumgaon Incline Mine,2800,2379,38.8,86.1,89.1,93.2,22.4,1.6,0.0,421,15.0,1
2025-12-11,gumgaon,Gumgaon Incline Mine,2800,2221,38.3,85.1,93.6,92.6,22.6,1.4,0.0,579,20.7,1
2025-12-12,gumgaon,Gumgaon Incline Mine,2800,2318,38.2,87.5,92.8,89.3,22.9,1.1,0.0,482,17.2,1
2025-12-13,gumgaon,Gumgaon Incline Mine,2800,2186,38.1,85.0,87.2,89.6,22.4,1.6,0.0,614,21.9,1
2025-12-14,gumgaon,Gumgaon Incline Mine,2800,2313,39.0,87.0,93.6,88.0,23.3,0.7,0.0,487,17.4,1
2025-12-15,gumgaon,Gumgaon Incline Mine,2800,2428,39.6,87.7,90.2,89.2,23.3,0.7,0.0,372,13.3,1
2025-12-16,gumgaon,Gumgaon Incline Mine,2800,2333,38.9,86.4,87.6,91.0,22.8,1.2,0.0,467,16.7,1
2025-12-17,gumgaon,Gumgaon Incline Mine,2800,2147,37.8,84.6,84.9,86.6,22.1,1.9,0.0,653,23.3,1
2025-12-18,gumgaon,Gumgaon Incline Mine,2800,2176,39.3,86.8,87.9,88.2,22.0,2.0,0.0,624,22.3,1
2025-12-19,gumgaon,Gumgaon Incline Mine,2800,2163,38.8,86.9,87.9,88.1,22.3,1.7,0.0,637,22.8,1
2025-12-20,gumgaon,Gumgaon Incline Mine,2800,2240,39.7,87.2,93.4,90.1,22.6,1.4,0.0,560,20.0,1
2025-12-21,gumgaon,Gumgaon Incline Mine,2800,2366,38.8,86.2,93.8,90.6,22.9,1.1,0.0,434,15.5,1
2025-12-22,gumgaon,Gumgaon Incline Mine,2800,2237,39.3,87.4,92.2,89.3,22.4,1.6,0.0,563,20.1,1
2025-12-23,gumgaon,Gumgaon Incline Mine,2800,2324,38.5,86.1,93.5,88.5,23.0,1.0,0.0,476,17.0,1
2025-12-24,gumgaon,Gumgaon Incline Mine,2800,2329,38.9,86.6,92.9,91.5,22.7,1.3,0.0,471,16.8,1
2025-12-25,gumgaon,Gumgaon Incline Mine,2800,2277,37.8,86.2,88.2,87.5,23.0,1.0,0.0,523,18.7,1
2025-12-26,gumgaon,Gumgaon Incline Mine,2800,2141,37.6,84.6,88.7,90.2,22.2,1.8,0.0,659,23.5,1
2025-12-27,gumgaon,Gumgaon Incline Mine,2800,2311,39.3,87.1,87.9,89.6,22.9,1.1,0.0,489,17.5,1
2025-12-28,gumgaon,Gumgaon Incline Mine,2800,2290,40.1,87.6,90.4,86.1,23.4,0.6,0.0,510,18.2,1
2025-12-29,gumgaon,Gumgaon Incline Mine,2800,2135,38.8,87.5,90.4,87.6,22.1,1.9,0.0,665,23.8,1
2025-12-30,gumgaon,Gumgaon Incline Mine,2800,2288,38.8,87.3,92.7,90.1,22.6,1.4,0.0,512,18.3,1
2025-12-31,gumgaon,Gumgaon Incline Mine,2800,2242,38.1,86.3,92.6,91.1,22.8,1.2,0.0,558,19.9,1
2026-01-01,gumgaon,Gumgaon Incline Mine,2800,2456,38.0,87.1,89.9,91.0,23.4,0.6,0.0,344,12.3,1
2026-01-02,gumgaon,Gumgaon Incline Mine,2800,2240,38.9,87.6,90.4,88.9,22.4,1.6,0.0,560,20.0,1
2026-01-03,gumgaon,Gumgaon Incline Mine,2800,2418,39.3,88.1,89.3,93.4,22.7,1.3,0.0,382,13.6,1
2026-01-04,gumgaon,Gumgaon Incline Mine,2800,2212,38.2,85.7,96.0,86.8,23.5,0.5,0.0,588,21.0,1
2026-01-05,gumgaon,Gumgaon Incline Mine,2800,2252,39.0,86.9,92.4,89.8,22.9,1.1,0.0,548,19.6,1
2026-01-06,gumgaon,Gumgaon Incline Mine,2800,2247,38.4,86.8,88.4,91.5,22.4,1.6,0.0,553,19.8,1
2026-01-07,gumgaon,Gumgaon Incline Mine,2800,2140,38.6,85.7,95.3,85.1,23.2,0.8,0.0,660,23.6,1
2026-01-08,gumgaon,Gumgaon Incline Mine,2800,2252,37.8,86.2,85.6,94.5,22.2,1.8,0.0,548,19.6,1
2026-01-09,gumgaon,Gumgaon Incline Mine,2800,2260,39.9,86.8,92.5,91.8,22.5,1.5,0.0,540,19.3,1
2026-01-10,gumgaon,Gumgaon Incline Mine,2800,2333,38.0,85.5,94.2,92.2,23.4,0.6,0.0,467,16.7,1
2026-01-11,gumgaon,Gumgaon Incline Mine,2800,2367,39.7,86.9,92.0,92.0,23.0,1.0,0.0,433,15.5,1
2026-01-12,gumgaon,Gumgaon Incline Mine,2800,1632,38.4,87.0,69.5,85.6,16.7,7.3,0.0,1168,41.7,1
2026-01-13,gumgaon,Gumgaon Incline Mine,2800,2262,38.6,87.7,87.6,91.1,22.4,1.6,0.0,538,19.2,1
2026-01-14,gumgaon,Gumgaon Incline Mine,2800,2028,35.2,83.5,90.2,86.7,22.3,1.7,0.0,772,27.6,1
2026-01-15,gumgaon,Gumgaon Incline Mine,2800,2211,37.6,87.1,89.7,86.5,23.0,1.0,0.0,589,21.0,1
2026-01-16,gumgaon,Gumgaon Incline Mine,2800,2173,37.7,85.5,88.1,86.8,22.3,1.7,0.0,627,22.4,1
2026-01-17,gumgaon,Gumgaon Incline Mine,2800,2221,39.1,86.2,87.0,90.3,22.6,1.4,0.0,579,20.7,1
2026-01-18,gumgaon,Gumgaon Incline Mine,2800,2138,38.6,85.9,91.1,87.3,22.1,1.9,0.0,662,23.6,1
2026-01-19,gumgaon,Gumgaon Incline Mine,2800,2233,38.7,87.3,94.2,85.1,23.3,0.7,0.0,567,20.2,1
2026-01-20,gumgaon,Gumgaon Incline Mine,2800,2263,38.7,85.5,89.9,91.4,22.5,1.5,0.0,537,19.2,1
2026-01-21,gumgaon,Gumgaon Incline Mine,2800,2195,38.4,85.2,87.8,87.3,22.2,1.8,0.0,605,21.6,1
2026-01-22,gumgaon,Gumgaon Incline Mine,2800,2120,38.6,87.2,87.8,83.1,22.6,1.4,0.0,680,24.3,1
2026-01-23,gumgaon,Gumgaon Incline Mine,2800,2207,38.4,86.9,86.6,89.6,22.6,1.4,0.0,593,21.2,1
2026-01-24,gumgaon,Gumgaon Incline Mine,2800,2141,38.9,86.4,92.5,83.4,23.4,0.6,0.0,659,23.5,1
2026-01-25,gumgaon,Gumgaon Incline Mine,2800,2153,37.5,84.5,93.8,87.8,22.7,1.3,0.0,647,23.1,1
2026-01-26,gumgaon,Gumgaon Incline Mine,2800,2328,37.6,87.2,89.0,92.6,22.7,1.3,0.0,472,16.9,1
2026-01-27,gumgaon,Gumgaon Incline Mine,2800,2342,37.7,86.8,96.6,92.2,23.3,0.7,0.0,458,16.4,1
2026-01-28,gumgaon,Gumgaon Incline Mine,2800,2358,38.9,86.4,87.7,95.5,22.3,1.7,0.0,442,15.8,1
2026-01-29,gumgaon,Gumgaon Incline Mine,2800,2312,38.4,85.9,96.6,91.9,23.2,0.8,0.0,488,17.4,1
2026-01-30,gumgaon,Gumgaon Incline Mine,2800,2232,38.0,85.5,92.0,89.0,22.6,1.4,0.0,568,20.3,1
2026-01-31,gumgaon,Gumgaon Incline Mine,2800,2333,38.3,85.2,90.8,90.4,22.9,1.1,0.0,467,16.7,1
2026-02-01,gumgaon,Gumgaon Incline Mine,2800,2226,38.2,85.0,93.9,90.6,22.9,1.1,0.0,574,20.5,1
2026-02-02,gumgaon,Gumgaon Incline Mine,2800,2224,38.5,87.0,91.3,89.1,22.5,1.5,0.0,576,20.6,1
2026-02-03,gumgaon,Gumgaon Incline Mine,2800,2357,38.2,85.1,96.0,90.3,23.2,0.8,0.0,443,15.8,1
2026-02-04,gumgaon,Gumgaon Incline Mine,2800,2249,39.7,87.1,90.0,90.3,22.2,1.8,0.0,551,19.7,1
2026-02-05,gumgaon,Gumgaon Incline Mine,2800,2317,37.9,86.4,92.2,89.6,22.5,1.5,0.0,483,17.2,1
2026-02-06,gumgaon,Gumgaon Incline Mine,2800,2322,39.1,86.1,87.5,92.0,22.8,1.2,0.0,478,17.1,1
2026-02-07,gumgaon,Gumgaon Incline Mine,2800,2239,39.6,87.7,89.6,91.0,22.2,1.8,0.0,561,20.0,1
2026-02-08,gumgaon,Gumgaon Incline Mine,2800,2391,39.4,87.0,87.4,91.9,22.6,1.4,0.0,409,14.6,1
2026-02-09,gumgaon,Gumgaon Incline Mine,2800,2250,38.9,86.6,91.7,89.5,23.1,0.9,0.0,550,19.6,1
2026-02-10,gumgaon,Gumgaon Incline Mine,2800,2171,38.5,85.3,87.0,88.2,22.1,1.9,0.0,629,22.5,1
2026-02-11,gumgaon,Gumgaon Incline Mine,2800,2359,38.7,85.4,90.1,94.1,22.1,1.9,0.0,441,15.8,1
2026-02-12,gumgaon,Gumgaon Incline Mine,2800,2288,39.0,88.1,86.5,88.6,22.1,1.9,0.0,512,18.3,1
2026-02-13,gumgaon,Gumgaon Incline Mine,2800,2341,37.8,85.0,93.3,94.9,23.3,0.7,0.0,459,16.4,1
2026-02-14,gumgaon,Gumgaon Incline Mine,2800,2339,39.0,87.5,87.2,91.1,22.1,1.9,0.0,461,16.5,1
2026-02-15,gumgaon,Gumgaon Incline Mine,2800,2353,39.0,87.1,86.4,93.4,22.1,1.9,0.0,447,16.0,1
2026-02-16,gumgaon,Gumgaon Incline Mine,2800,2250,37.6,87.0,96.5,85.5,23.2,0.8,0.0,550,19.6,1
2026-02-17,gumgaon,Gumgaon Incline Mine,2800,2258,38.7,85.8,90.9,90.6,23.2,0.8,0.0,542,19.4,1
2026-02-18,gumgaon,Gumgaon Incline Mine,2800,2188,37.3,84.5,92.4,89.3,22.7,1.3,0.0,612,21.9,1
2026-02-19,gumgaon,Gumgaon Incline Mine,2800,2354,37.5,86.9,93.2,89.7,22.9,1.1,0.0,446,15.9,1
2026-02-20,gumgaon,Gumgaon Incline Mine,2800,2232,37.7,86.3,88.4,86.3,22.6,1.4,0.0,568,20.3,1
2026-02-21,gumgaon,Gumgaon Incline Mine,2800,2321,38.2,87.6,85.7,94.1,22.1,1.9,0.0,479,17.1,1
2026-02-22,gumgaon,Gumgaon Incline Mine,2800,2203,38.0,84.7,87.1,91.9,22.3,1.7,0.0,597,21.3,1
2026-02-23,gumgaon,Gumgaon Incline Mine,2800,2179,39.4,86.1,92.5,87.4,22.4,1.6,0.0,621,22.2,1
2026-02-24,gumgaon,Gumgaon Incline Mine,2800,2414,39.4,87.2,96.4,92.1,23.2,0.8,0.0,386,13.8,1
2026-02-25,gumgaon,Gumgaon Incline Mine,2800,2170,39.1,86.1,89.8,89.1,22.4,1.6,0.0,630,22.5,1
2026-02-26,gumgaon,Gumgaon Incline Mine,2800,2342,38.9,85.6,91.8,90.9,22.9,1.1,0.0,458,16.4,1
2026-02-27,gumgaon,Gumgaon Incline Mine,2800,2401,37.9,86.7,93.3,92.0,22.7,1.3,0.0,399,14.2,1
2026-02-28,gumgaon,Gumgaon Incline Mine,2800,1561,39.8,86.2,61.9,88.1,16.5,7.5,0.0,1239,44.2,1
2026-03-01,gumgaon,Gumgaon Incline Mine,2800,2045,37.5,84.5,90.4,86.1,22.3,1.7,0.0,755,27.0,1
2026-03-02,gumgaon,Gumgaon Incline Mine,2800,2170,39.1,86.0,89.2,86.1,23.0,1.0,0.0,630,22.5,1
2026-03-03,gumgaon,Gumgaon Incline Mine,2800,2146,38.6,85.2,86.8,86.8,22.2,1.8,0.0,654,23.4,1
2026-03-04,gumgaon,Gumgaon Incline Mine,2800,2399,39.3,88.3,86.5,94.3,22.0,2.0,0.0,401,14.3,1
2026-03-05,gumgaon,Gumgaon Incline Mine,2800,2330,39.4,88.2,85.8,90.0,22.5,1.5,0.0,470,16.8,1
2026-03-06,gumgaon,Gumgaon Incline Mine,2800,2336,39.6,86.7,95.4,92.1,23.3,0.7,0.0,464,16.6,1
2026-03-07,gumgaon,Gumgaon Incline Mine,2800,2246,39.2,87.7,87.5,87.8,22.8,1.2,0.0,554,19.8,1
2026-03-08,gumgaon,Gumgaon Incline Mine,2800,2164,38.7,87.4,85.9,89.9,22.1,1.9,0.0,636,22.7,1
2026-03-09,gumgaon,Gumgaon Incline Mine,2800,2190,38.2,85.3,93.4,90.1,22.5,1.5,0.0,610,21.8,1
2026-03-10,gumgaon,Gumgaon Incline Mine,2800,2283,39.7,87.5,94.5,87.1,22.8,1.2,0.0,517,18.5,1
2026-03-11,gumgaon,Gumgaon Incline Mine,2800,2115,37.5,86.5,85.8,85.0,22.4,1.6,0.0,685,24.5,1
2026-03-12,gumgaon,Gumgaon Incline Mine,2800,2193,38.7,86.5,92.7,86.8,22.6,1.4,0.0,607,21.7,1
2026-03-13,gumgaon,Gumgaon Incline Mine,2800,2201,38.4,87.4,89.7,84.6,23.2,0.8,0.0,599,21.4,1
