mine_id,sample_id,x,y,elevation,depth_m,lithology,mn_grade,fe_grade,density,geological_confidence
tirodi,GEO-TIR-0063,79.7201,21.69014,14.3,325,Tirodi Crystalline Gneiss Basement,18.0,9.8,2.75,0.61
tirodi,GEO-TIR-0064,79.71635,21.69688,140.0,201,Gondite Manganese Reef Horizon,30.5,4.9,3.55,0.97
tirodi,GEO-TIR-0065,79.6989,21.67302,242.6,98,Mansar Quartz-Mica Schist,33.0,6.8,3.1,0.77
tirodi,GEO-TIR-0066,79.70154,21.67581,173.7,168,Gondite Manganese Reef Horizon,32.7,4.6,3.6,0.9
tirodi,GEO-TIR-0067,79.71825,21.68704,249.2,94,Mansar Quartz-Mica Schist,32.3,5.8,2.99,0.81
tirodi,GEO-TIR-0068,79.72099,21.69608,128.3,214,Gondite Manganese Reef Horizon,31.1,4.8,3.42,0.9
tirodi,GEO-TIR-0069,79.70632,21.69145,211.0,129,Gondite Manganese Reef Horizon,38.8,5.4,3.44,0.88
tirodi,GEO-TIR-0070,79.70415,21.69818,137.9,199,Gondite Manganese Reef Horizon,31.3,4.6,3.91,0.89
tirodi,GEO-TIR-0071,79.69943,21.6782,124.4,218,Gondite Manganese Reef Horizon,31.0,5.2,3.93,0.89
tirodi,GEO-TIR-0072,79.69811,21.69332,68.5,273,Hydrothermal Manganiferous Breccia,28.1,6.7,3.03,0.7
tirodi,GEO-TIR-0073,79.70674,21.69626,47.6,291,Tirodi Crystalline Gneiss Basement,17.8,7.1,2.98,0.7
tirodi,GEO-TIR-0074,79.69896,21.69134,10.7,327,Tirodi Crystalline Gneiss Basement,20.6,10.0,2.98,0.73
tirodi,GEO-TIR-0075,79.69932,21.68145,80.0,262,Hydrothermal Manganiferous Breccia,29.2,7.2,3.5,0.75
tirodi,GEO-TIR-0076,79.69337,21.68628,210.4,128,Gondite Manganese Reef Horizon,36.4,5.9,4.05,0.9
tirodi,GEO-TIR-0077,79.71886,21.67485,198.8,139,Gondite Manganese Reef Horizon,36.4,6.1,3.71,0.93
tirodi,GEO-TIR-0078,79.70513,21.69286,244.6,97,Mansar Quartz-Mica Schist,33.5,6.7,3.16,0.86
tirodi,GEO-TIR-0079,79.69267,21.67321,73.3,268,Hydrothermal Manganiferous Breccia,26.7,6.7,3.2,0.83
tirodi,GEO-TIR-0080,79.71828,21.68242,22.8,315,Tirodi Crystalline Gneiss Basement,20.3,7.7,2.67,0.65
tirodi,GEO-TIR-0081,79.71593,21.6766,181.5,159,Gondite Manganese Reef Horizon,35.5,5.0,3.74,0.91
tirodi,GEO-TIR-0082,79.70402,21.67793,126.2,214,Gondite Manganese Reef Horizon,30.3,6.0,3.64,0.95
tirodi,GEO-TIR-0083,79.71895,21.69763,108.8,235,Hydrothermal Manganiferous Breccia,29.0,7.8,3.2,0.75
tirodi,GEO-TIR-0084,79.7158,21.69703,322.4,18,Surface Lateritic Overburden,17.0,7.9,2.45,0.8
tirodi,GEO-TIR-0085,79.69302,21.69085,254.8,86,Mansar Quartz-Mica Schist,34.8,5.7,2.87,0.82
tirodi,GEO-TIR-0086,79.71915,21.69756,225.9,114,Gondite Manganese Reef Horizon,40.6,5.1,3.44,0.89
tirodi,GEO-TIR-0087,79.70474,21.6798,91.2,246,Hydrothermal Manganiferous Breccia,28.8,7.1,3.18,0.82
tirodi,GEO-TIR-0088,79.70532,21.68352,53.3,289,Hydrothermal Manganiferous Breccia,27.4,6.5,3.1,0.71
tirodi,GEO-TIR-0089,79.70546,21.69823,167.9,171,Gondite Manganese Reef Horizon,30.9,5.9,3.98,0.92
tirodi,GEO-TIR-0090,79.7001,21.70098,172.7,168,Gondite Manganese Reef Horizon,35.0,4.6,3.73,0.92
tirodi,GEO-TIR-0091,79.71069,21.70213,274.4,69,Mansar Quartz-Mica Schist,31.3,5.6,2.97,0.77
tirodi,GEO-TIR-0092,79.71915,21.69285,119.6,220,Gondite Manganese Reef Horizon,30.8,5.4,3.68,0.96
tirodi,GEO-TIR-0093,79.70935,21.6842,52.1,287,Hydrothermal Manganiferous Breccia,27.7,6.6,3.21,0.8
tirodi,GEO-TIR-0094,79.6931,21.68486,104.2,235,Hydrothermal Manganiferous Breccia,27.6,7.6,3.02,0.76
tirodi,GEO-TIR-0095,79.71738,21.68971,269.0,71,Mansar Quartz-Mica Schist,29.1,7.0,3.18,0.78
tirodi,GEO-TIR-0096,79.71903,21.70049,31.7,311,Tirodi Crystalline Gneiss Basement,20.9,8.4,2.9,0.68
tirodi,GEO-TIR-0097,79.70385,21.69494,98.4,241,Hydrothermal Manganiferous Breccia,28.3,7.6,3.27,0.83
tirodi,GEO-TIR-0098,79.70237,21.70045,182.3,159,Gondite Manganese Reef Horizon,32.9,5.3,3.76,0.91
tirodi,GEO-TIR-0099,79.70076,21.67418,137.0,206,Gondite Manganese Reef Horizon,30.8,5.1,3.87,0.96
tirodi,GEO-TIR-0100,79.70301,21.6965,8.1,332,Tirodi Crystalline Gneiss Basement,18.8,9.3,2.88,0.62
tirodi,GEO-TIR-0101,79.69644,21.69168,9.6,329,Tirodi Crystalline Gneiss Basement,18.0,8.9,2.77,0.62
tirodi,GEO-TIR-0102,79.70354,21.69572,266.3,72,Mansar Quartz-Mica Schist,30.8,5.5,3.06,0.83
tirodi,GEO-TIR-0103,79.69801,21.67371,270.3,69,Mansar Quartz-Mica Schist,30.1,7.2,3.17,0.8
tirodi,GEO-TIR-0104,79.69218,21.69022,308.3,31,Surface Lateritic Overburden,18.6,8.2,2.4,0.77
tirodi,GEO-TIR-0105,79.69221,21.69065,223.7,117,Gondite Manganese Reef Horizon,39.5,5.4,3.59,0.95
tirodi,GEO-TIR-0106,79.71813,21.68424,233.7,105,Mansar Quartz-Mica Schist,32.3,6.4,3.13,0.85
tirodi,GEO-TIR-0107,79.69778,21.69752,246.0,90,Mansar Quartz-Mica Schist,31.7,7.2,2.83,0.78
tirodi,GEO-TIR-0108,79.69254,21.68778,69.1,267,Hydrothermal Manganiferous Breccia,27.2,6.7,3.26,0.72
tirodi,GEO-TIR-0109,79.71516,21.6958,133.7,206,Gondite Manganese Reef Horizon,31.4,5.0,3.65,0.92
tirodi,GEO-TIR-0110,79.6927,21.67404,101.1,242,Hydrothermal Manganiferous Breccia,27.0,6.2,3.32,0.74
tirodi,GEO-TIR-0111,79.71787,21.68192,28.1,311,Tirodi Crystalline Gneiss Basement,17.5,7.8,2.87,0.72
tirodi,GEO-TIR-0112,79.71573,21.68491,101.0,240,Hydrothermal Manganiferous Breccia,27.2,6.6,3.34,0.74
tirodi,GEO-TIR-0113,79.72078,21.67769,299.2,42,Surface Lateritic Overburden,20.7,8.2,2.75,0.69
tirodi,GEO-TIR-0114,79.70958,21.68534,165.3,171,Gondite Manganese Reef Horizon,31.6,5.5,4.0,0.9
tirodi,GEO-TIR-0115,79.71167,21.6977,14.9,328,Tirodi Crystalline Gneiss Basement,19.6,7.1,2.93,0.61
tirodi,GEO-TIR-0116,79.72076,21.68182,28.3,313,Tirodi Crystalline Gneiss Basement,18.3,7.9,2.95,0.62
tirodi,GEO-TIR-0117,79.72037,21.69322,282.1,57,Mansar Quartz-Mica Schist,30.2,6.9,3.04,0.83
tirodi,GEO-TIR-0118,79.70826,21.68587,98.8,243,Hydrothermal Manganiferous Breccia,27.1,6.3,3.35,0.73
tirodi,GEO-TIR-0119,79.71341,21.67956,118.1,224,Hydrothermal Manganiferous Breccia,28.4,5.9,3.37,0.75
tirodi,GEO-TIR-0120,79.71887,21.68296,164.4,175,Gondite Manganese Reef Horizon,32.3,4.6,3.58,0.88
ukwa,GEO-UKW-0001,80.46479,21.96844,132.9,226,Hydrothermal Manganiferous Breccia,27.0,7.3,3.48,0.71
ukwa,GEO-UKW-0002,80.46931,21.96892,45.5,313,Tirodi Crystalline Gneiss Basement,19.2,7.3,2.84,0.65
ukwa,GEO-UKW-0003,80.4642,21.9563,36.0,322,Tirodi Crystalline Gneiss Basement,20.4,8.8,2.88,0.74
ukwa,GEO-UKW-0004,80.47229,21.97239,79.8,280,Hydrothermal Manganiferous Breccia,28.3,5.8,3.14,0.73
ukwa,GEO-UKW-0005,80.47101,21.9698,126.3,236,Hydrothermal Manganiferous Breccia,26.5,7.0,3.17,0.72
ukwa,GEO-UKW-0006,80.47695,21.97955,312.5,46,Mansar Quartz-Mica Schist,26.3,6.3,3.09,0.85
ukwa,GEO-UKW-0007,80.452,21.97336,303.4,54,Mansar Quartz-Mica Schist,25.6,5.5,3.02,0.86
ukwa,GEO-UKW-0008,80.46897,21.96743,25.2,335,Tirodi Crystalline Gneiss Basement,18.2,8.3,2.84,0.66
ukwa,GEO-UKW-0009,80.45485,21.96145,264.9,95,Mansar Quartz-Mica Schist,31.7,6.6,3.15,0.88
ukwa,GEO-UKW-0010,80.47637,21.96181,148.4,210,Gondite Manganese Reef Horizon,34.2,5.6,3.88,0.91
ukwa,GEO-UKW-0011,80.47097,21.95585,304.5,59,Mansar Quartz-Mica Schist,27.9,6.9,3.1,0.86
ukwa,GEO-UKW-0012,80.47391,21.97058,177.1,182,Gondite Manganese Reef Horizon,35.6,5.5,3.99,0.9
ukwa,GEO-UKW-0013,80.4809,21.95524,308.1,57,Mansar Quartz-Mica Schist,26.0,6.6,2.83,0.76
ukwa,GEO-UKW-0014,80.46957,21.96833,311.3,50,Mansar Quartz-Mica Schist,24.7,7.1,2.82,0.81
ukwa,GEO-UKW-0015,80.45957,21.96123,116.7,245,Hydrothermal Manganiferous Breccia,28.3,7.6,3.29,0.81
ukwa,GEO-UKW-0016,80.47123,21.96599,224.2,137,Gondite Manganese Reef Horizon,44.0,5.4,3.65,0.97
ukwa,GEO-UKW-0017,80.46147,21.95371,339.5,22,Surface Lateritic Overburden,19.0,7.5,2.67,0.71
ukwa,GEO-UKW-0018,80.46563,21.96437,92.4,268,Hydrothermal Manganiferous Breccia,26.8,7.9,3.19,0.71
ukwa,GEO-UKW-0019,80.46718,21.95686,227.9,128,Gondite Manganese Reef Horizon,45.5,5.2,3.48,0.97
ukwa,GEO-UKW-0020,80.46362,21.97179,211.0,153,Gondite Manganese Reef Horizon,41.2,4.6,3.97,0.97
ukwa,GEO-UKW-0021,80.48064,21.95654,132.9,232,Hydrothermal Manganiferous Breccia,27.4,7.1,3.2,0.75
ukwa,GEO-UKW-0022,80.46375,21.95688,301.3,57,Mansar Quartz-Mica Schist,27.6,5.6,3.02,0.83
ukwa,GEO-UKW-0023,80.46931,21.96236,53.4,307,Tirodi Crystalline Gneiss Basement,20.9,7.3,2.83,0.74
ukwa,GEO-UKW-0024,80.46089,21.9563,212.6,147,Gondite Manganese Reef Horizon,41.9,5.5,3.46,0.97
ukwa,GEO-UKW-0025,80.4696,21.97685,92.9,267,Hydrothermal Manganiferous Breccia,27.0,7.2,3.41,0.82
ukwa,GEO-UKW-0026,80.48023,21.95573,254.1,107,Mansar Quartz-Mica Schist,31.4,5.6,2.96,0.82
ukwa,GEO-UKW-0027,80.48008,21.97217,153.8,209,Gondite Manganese Reef Horizon,36.1,6.1,3.42,0.98
ukwa,GEO-UKW-0028,80.47643,21.96041,316.7,43,Surface Lateritic Overburden,17.0,8.4,2.55,0.66
ukwa,GEO-UKW-0029,80.47907,21.9635,144.4,215,Gondite Manganese Reef Horizon,34.3,4.6,3.97,0.96
ukwa,GEO-UKW-0030,80.46259,21.97599,151.5,211,Gondite Manganese Reef Horizon,36.4,5.6,3.95,0.94
ukwa,GEO-UKW-0031,80.48074,21.96823,204.3,153,Gondite Manganese Reef Horizon,42.7,5.6,3.8,0.9
ukwa,GEO-UKW-0032,80.47013,21.97491,322.9,34,Surface Lateritic Overburden,18.2,8.5,2.43,0.72
ukwa,GEO-UKW-0033,80.45753,21.95807,289.9,69,Mansar Quartz-Mica Schist,28.0,6.3,3.0,0.81
ukwa,GEO-UKW-0034,80.47717,21.95636,215.5,143,Gondite Manganese Reef Horizon,44.0,4.6,3.8,0.94
ukwa,GEO-UKW-0035,80.46874,21.98079,55.2,309,Tirodi Crystalline Gneiss Basement,19.9,7.2,2.98,0.73
ukwa,GEO-UKW-0036,80.45432,21.9571,242.7,114,Gondite Manganese Reef Horizon,47.2,5.1,4.09,0.95
ukwa,GEO-UKW-0037,80.45628,21.96346,26.4,332,Tirodi Crystalline Gneiss Basement,19.3,7.0,2.87,0.7
ukwa,GEO-UKW-0038,80.46669,21.96446,208.2,152,Gondite Manganese Reef Horizon,42.9,5.7,3.62,0.92
ukwa,GEO-UKW-0039,80.45491,21.95737,267.2,94,Mansar Quartz-Mica Schist,32.5,6.6,2.99,0.87
ukwa,GEO-UKW-0040,80.46042,21.9625,322.0,39,Surface Lateritic Overburden,17.7,9.0,2.49,0.71
ukwa,GEO-UKW-0041,80.48135,21.95743,206.8,152,Gondite Manganese Reef Horizon,43.6,5.7,3.69,0.94
ukwa,GEO-UKW-0042,80.47612,21.97799,67.3,293,Tirodi Crystalline Gneiss Basement,18.8,7.5,2.77,0.68
ukwa,GEO-UKW-0043,80.46759,21.9819,211.8,149,Gondite Manganese Reef Horizon,41.9,5.2,3.49,0.9
ukwa,GEO-UKW-0044,80.47839,21.97921,29.7,333,Tirodi Crystalline Gneiss Basement,17.8,8.7,2.77,0.65
ukwa,GEO-UKW-0045,80.46927,21.95684,152.1,213,Gondite Manganese Reef Horizon,34.5,5.5,3.55,0.95
ukwa,GEO-UKW-0046,80.46264,21.97541,333.8,23,Surface Lateritic Overburden,18.3,8.6,2.63,0.77
ukwa,GEO-UKW-0047,80.4703,21.96665,98.2,261,Hydrothermal Manganiferous Breccia,27.3,6.7,3.3,0.78
ukwa,GEO-UKW-0048,80.45219,21.96689,251.0,111,Gondite Manganese Reef Horizon,45.9,4.5,3.81,0.97
ukwa,GEO-UKW-0049,80.46615,21.95474,288.7,73,Mansar Quartz-Mica Schist,31.2,6.3,3.01,0.87
ukwa,GEO-UKW-0050,80.45268,21.97785,281.9,80,Mansar Quartz-Mica Schist,29.8,6.7,3.12,0.81
ukwa,GEO-UKW-0051,80.47939,21.96916,92.9,266,Hydrothermal Manganiferous Breccia,27.1,6.2,3.12,0.75
ukwa,GEO-UKW-0052,80.46964,21.96479,158.5,200,Gondite Manganese Reef Horizon,36.7,4.6,3.52,0.93
ukwa,GEO-UKW-0053,80.4605,21.96401,276.7,86,Mansar Quartz-Mica Schist,31.8,7.1,3.17,0.75
ukwa,GEO-UKW-0054,80.47859,21.96576,297.8,66,Mansar Quartz-Mica Schist,28.7,6.9,3.17,0.88
ukwa,GEO-UKW-0055,80.46062,21.97839,103.4,256,Hydrothermal Manganiferous Breccia,28.5,6.3,3.07,0.83
ukwa,GEO-UKW-0056,80.47225,21.95917,179.6,182,Gondite Manganese Reef Horizon,38.6,5.0,3.69,0.9
ukwa,GEO-UKW-0057,80.47137,21.98004,20.0,342,Tirodi Crystalline Gneiss Basement,18.4,9.7,2.88,0.74
ukwa,GEO-UKW-0058,80.45592,21.97215,215.1,146,Gondite Manganese Reef Horizon,45.4,4.9,3.75,0.91
ukwa,GEO-UKW-0059,80.47136,21.97436,201.0,158,Gondite Manganese Reef Horizon,39.5,5.0,3.54,0.96
ukwa,GEO-UKW-0060,80.46311,21.97454,38.0,319,Tirodi Crystalline Gneiss Basement,17.8,7.2,2.79,0.62
ukwa,GEO-UKW-0061,80.46151,21.97626,261.2,98,Mansar Quartz-Mica Schist,32.6,7.2,3.14,0.85
ukwa,GEO-UKW-0062,80.47271,21.98035,293.7,64,Mansar Quartz-Mica Schist,29.0,6.5,3.06,0.82
ukwa,GEO-UKW-0063,80.46136,21.97607,304.7,55,Mansar Quartz-Mica Schist,27.0,6.8,3.1,0.86
ukwa,GEO-UKW-0064,80.46139,21.97776,29.8,331,Tirodi Crystalline Gneiss Basement,18.3,9.6,2.87,0.64
ukwa,GEO-UKW-0065,80.45707,21.95361,52.6,307,Tirodi Crystalline Gneiss Basement,21.4,10.0,2.75,0.63
ukwa,GEO-UKW-0066,80.46847,21.95768,65.2,295,Tirodi Crystalline Gneiss Basement,21.4,9.1,2.78,0.72
ukwa,GEO-UKW-0067,80.47328,21.95516,68.9,292,Tirodi Crystalline Gneiss Basement,20.3,9.4,2.75,0.73
ukwa,GEO-UKW-0068,80.45538,21.96423,103.1,257,Hydrothermal Manganiferous Breccia,28.2,7.2,3.14,0.74
ukwa,GEO-UKW-0069,80.46095,21.97527,28.0,330,Tirodi Crystalline Gneiss Basement,18.8,7.0,2.82,0.75
ukwa,GEO-UKW-0070,80.46272,21.96232,216.6,138,Gondite Manganese Reef Horizon,46.0,6.0,3.75,0.93
ukwa,GEO-UKW-0071,80.48148,21.9595,299.4,61,Mansar Quartz-Mica Schist,26.5,6.7,2.97,0.8
ukwa,GEO-UKW-0072,80.45787,21.97661,81.0,277,Hydrothermal Manganiferous Breccia,30.2,6.8,3.13,0.81
ukwa,GEO-UKW-0073,80.46163,21.96988,174.0,186,Gondite Manganese Reef Horizon,37.4,6.1,3.64,0.89
ukwa,GEO-UKW-0074,80.46456,21.95859,278.0,83,Mansar Quartz-Mica Schist,30.8,5.8,2.85,0.76
ukwa,GEO-UKW-0075,80.47986,21.96492,103.1,257,Hydrothermal Manganiferous Breccia,26.8,6.6,3.19,0.79
ukwa,GEO-UKW-0076,80.45532,21.95307,104.8,255,Hydrothermal Manganiferous Breccia,27.5,7.6,3.17,0.77
ukwa,GEO-UKW-0077,80.46727,21.97784,118.6,241,Hydrothermal Manganiferous Breccia,29.8,8.0,3.24,0.85
ukwa,GEO-UKW-0078,80.45946,21.96815,93.6,267,Hydrothermal Manganiferous Breccia,27.3,6.6,3.0,0.76
ukwa,GEO-UKW-0079,80.47657,21.96212,264.9,93,Mansar Quartz-Mica Schist,30.2,6.0,2.83,0.77
ukwa,GEO-UKW-0080,80.46074,21.96452,160.8,201,Gondite Manganese Reef Horizon,36.1,6.0,3.75,0.91
ukwa,GEO-UKW-0081,80.4806,21.95381,307.9,50,Mansar Quartz-Mica Schist,25.0,6.1,2.87,0.85
ukwa,GEO-UKW-0082,80.47105,21.95572,305.0,56,Mansar Quartz-Mica Schist,26.2,6.6,2.83,0.87
ukwa,GEO-UKW-0083,80.47779,21.95706,266.1,97,Mansar Quartz-Mica Schist,31.7,7.4,3.16,0.86
ukwa,GEO-UKW-0084,80.45798,21.96053,46.3,312,Tirodi Crystalline Gneiss Basement,17.4,8.4,2.82,0.62
ukwa,GEO-UKW-0085,80.45703,21.96131,116.9,246,Hydrothermal Manganiferous Breccia,28.0,7.4,3.32,0.72
ukwa,GEO-UKW-0086,80.45462,21.96332,161.0,198,Gondite Manganese Reef Horizon,36.4,5.0,4.07,0.98
ukwa,GEO-UKW-0087,80.45329,21.95737,228.1,133,Gondite Manganese Reef Horizon,45.5,4.7,3.93,0.89
ukwa,GEO-UKW-0088,80.46345,21.97526,19.4,343,Tirodi Crystalline Gneiss Basement,17.4,7.7,2.66,0.74
ukwa,GEO-UKW-0089,80.47862,21.97076,35.5,322,Tirodi Crystalline Gneiss Basement,17.9,9.2,2.74,0.62
ukwa,GEO-UKW-0090,80.47643,21.96346,145.4,214,Gondite Manganese Reef Horizon,35.7,4.9,3.61,0.94
ukwa,GEO-UKW-0091,80.47288,21.96288,143.0,216,Gondite Manganese Reef Horizon,36.7,5.3,3.96,0.9
ukwa,GEO-UKW-0092,80.47851,21.96229,306.8,51,Mansar Quartz-Mica Schist,27.7,5.6,3.04,0.78
ukwa,GEO-UKW-0093,80.45442,21.95641,214.9,144,Gondite Manganese Reef Horizon,43.5,6.0,3.4,0.93
ukwa,GEO-UKW-0094,80.46123,21.97978,305.3,56,Mansar Quartz-Mica Schist,25.8,6.6,3.15,0.82
ukwa,GEO-UKW-0095,80.45786,21.95699,165.5,194,Gondite Manganese Reef Horizon,37.5,5.1,3.93,0.91
ukwa,GEO-UKW-0096,80.47414,21.96992,26.5,333,Tirodi Crystalline Gneiss Basement,17.2,7.8,2.9,0.74
ukwa,GEO-UKW-0097,80.46226,21.98085,202.8,156,Gondite Manganese Reef Horizon,38.1,5.1,4.04,0.94
ukwa,GEO-UKW-0098,80.47635,21.96226,92.3,270,Hydrothermal Manganiferous Breccia,27.7,6.6,3.4,0.84
ukwa,GEO-UKW-0099,80.47425,21.97615,136.3,223,Hydrothermal Manganiferous Breccia,29.4,5.9,3.2,0.8
ukwa,GEO-UKW-0100,80.47447,21.96271,192.7,165,Gondite Manganese Reef Horizon,40.5,5.8,3.78,0.9
ukwa,GEO-UKW-0101,80.47446,21.96648,246.2,112,Gondite Manganese Reef Horizon,43.9,6.0,3.77,0.95
ukwa,GEO-UKW-0102,80.4654,21.9557,262.5,99,Mansar Quartz-Mica Schist,30.4,7.2,3.02,0.77
ukwa,GEO-UKW-0103,80.47001,21.97394,98.3,258,Hydrothermal Manganiferous Breccia,29.0,7.2,3.03,0.83
ukwa,GEO-UKW-0104,80.46184,21.97647,302.7,54,Mansar Quartz-Mica Schist,28.4,6.4,3.14,0.79
ukwa,GEO-UKW-0105,80.45464,21.9753,53.3,306,Tirodi Crystalline Gneiss Basement,19.6,8.5,2.67,0.71
ukwa,GEO-UKW-0106,80.47106,21.95789,167.3,194,Gondite Manganese Reef Horizon,34.5,6.0,3.87,0.92
ukwa,GEO-UKW-0107,80.47358,21.9799,22.6,334,Tirodi Crystalline Gneiss Basement,19.4,7.2,2.89,0.62
ukwa,GEO-UKW-0108,80.46797,21.96893,241.7,116,Gondite Manganese Reef Horizon,47.5,5.1,3.83,0.98
ukwa,GEO-UKW-0109,80.47968,21.97487,99.5,258,Hydrothermal Manganiferous Breccia,28.5,7.3,3.31,0.79
ukwa,GEO-UKW-0110,80.46786,21.96203,178.2,179,Gondite Manganese Reef Horizon,38.1,5.9,3.53,0.89
ukwa,GEO-UKW-0111,80.47175,21.96513,199.9,161,Gondite Manganese Reef Horizon,38.6,5.1,4.05,0.97
ukwa,GEO-UKW-0112,80.46184,21.97411,176.9,183,Gondite Manganese Reef Horizon,36.9,5.1,4.04,0.88
ukwa,GEO-UKW-0113,80.47422,21.96655,164.8,200,Gondite Manganese Reef Horizon,36.9,4.9,3.74,0.92
ukwa,GEO-UKW-0114,80.45518,21.97712,318.6,40,Surface Lateritic Overburden,17.4,8.0,2.71,0.66
ukwa,GEO-UKW-0115,80.45558,21.95309,154.4,208,Gondite Manganese Reef Horizon,35.9,4.9,3.7,0.88
ukwa,GEO-UKW-0116,80.46933,21.96913,192.5,165,Gondite Manganese Reef Horizon,38.6,4.7,3.66,0.89
ukwa,GEO-UKW-0117,80.48099,21.9811,89.6,271,Hydrothermal Manganiferous Breccia,29.2,7.3,3.14,0.79
ukwa,GEO-UKW-0118,80.46646,21.97473,191.1,167,Gondite Manganese Reef Horizon,38.3,6.1,3.44,0.93
ukwa,GEO-UKW-0119,80.47031,21.96839,38.5,320,Tirodi Crystalline Gneiss Basement,17.7,10.0,2.82,0.68
ukwa,GEO-UKW-0120,80.45248,21.98091,314.7,48,Mansar Quartz-Mica Schist,24.1,5.7,3.07,0.87
