date,mine_id,rainfall_mm,rainfall_7d_mm,rainfall_anomaly,water_risk_index,soil_saturation_index
2025-11-03,dongri-buzurg,0.0,1.3,-1.0,0.03,0.05
2025-11-04,dongri-buzurg,0.0,1.3,-1.0,0.03,0.05
2025-11-05,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2025-11-06,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2025-11-07,dongri-buzurg,0.0,0.9,-1.0,0.03,0.05
2025-11-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-10,dongri-buzurg,2.9,2.9,0.04,0.042,0.05
2025-11-11,dongri-buzurg,1.1,4.0,-0.61,0.034,0.05
2025-11-12,dongri-buzurg,0.0,4.0,-1.0,0.03,0.05
2025-11-13,dongri-buzurg,0.0,4.0,-1.0,0.03,0.05
2025-11-14,dongri-buzurg,0.0,4.0,-1.0,0.03,0.05
2025-11-15,dongri-buzurg,0.0,4.0,-1.0,0.03,0.05
2025-11-16,dongri-buzurg,0.0,4.0,-1.0,0.03,0.05
2025-11-17,dongri-buzurg,0.0,1.1,-1.0,0.03,0.05
2025-11-18,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-19,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-20,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-21,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-22,dongri-buzurg,0.4,0.4,-0.86,0.032,0.05
2025-11-23,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-11-24,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-11-25,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-11-26,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-11-27,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-11-28,dongri-buzurg,0.0,0.4,-1.0,0.03,0.05
2025-11-29,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-11-30,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-12-01,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-12-02,dongri-buzurg,0.1,0.1,-0.96,0.03,0.05
2025-12-03,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2025-12-04,dongri-buzurg,0.4,0.5,-0.86,0.032,0.05
2025-12-05,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2025-12-06,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2025-12-07,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2025-12-08,dongri-buzurg,0.4,0.9,-0.86,0.032,0.05
2025-12-09,dongri-buzurg,0.2,1.0,-0.93,0.031,0.05
2025-12-10,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2025-12-11,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2025-12-12,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2025-12-13,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2025-12-14,dongri-buzurg,0.5,1.1,-0.82,0.032,0.05
2025-12-15,dongri-buzurg,0.2,0.9,-0.93,0.031,0.05
2025-12-16,dongri-buzurg,1.2,1.9,-0.57,0.035,0.05
2025-12-17,dongri-buzurg,0.0,1.9,-1.0,0.03,0.05
2025-12-18,dongri-buzurg,0.0,1.9,-1.0,0.03,0.05
2025-12-19,dongri-buzurg,0.0,1.9,-1.0,0.03,0.05
2025-12-20,dongri-buzurg,0.0,1.9,-1.0,0.03,0.05
2025-12-21,dongri-buzurg,0.0,1.4,-1.0,0.03,0.05
2025-12-22,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2025-12-23,dongri-buzurg,0.8,0.8,-0.71,0.033,0.05
2025-12-24,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-12-25,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-12-26,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-12-27,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-12-28,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-12-29,dongri-buzurg,0.0,0.8,-1.0,0.03,0.05
2025-12-30,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2025-12-31,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-01,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-02,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-03,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-06,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-10,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-13,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-14,dongri-buzurg,1.2,1.2,-0.57,0.035,0.05
2026-01-15,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2026-01-16,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2026-01-17,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2026-01-18,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2026-01-19,dongri-buzurg,0.1,1.3,-0.96,0.03,0.05
2026-01-20,dongri-buzurg,0.0,1.3,-1.0,0.03,0.05
2026-01-21,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2026-01-22,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2026-01-23,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2026-01-24,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2026-01-25,dongri-buzurg,0.0,0.1,-1.0,0.03,0.05
2026-01-26,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-27,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-28,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-29,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-30,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-01-31,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-01,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-02,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-03,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-06,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-10,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-13,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-14,dongri-buzurg,1.0,1.0,-0.64,0.034,0.05
2026-02-15,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-02-16,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-02-17,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-02-18,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-02-19,dongri-buzurg,0.6,1.6,-0.79,0.032,0.05
2026-02-20,dongri-buzurg,0.0,1.6,-1.0,0.03,0.05
2026-02-21,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2026-02-22,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2026-02-23,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2026-02-24,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2026-02-25,dongri-buzurg,0.0,0.6,-1.0,0.03,0.05
2026-02-26,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-27,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-02-28,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-03-01,dongri-buzurg,0.2,0.2,-0.93,0.031,0.05
2026-03-02,dongri-buzurg,0.3,0.5,-0.89,0.031,0.05
2026-03-03,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-03-04,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-03-05,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-03-06,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-03-07,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-03-08,dongri-buzurg,0.0,0.3,-1.0,0.03,0.05
2026-03-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-03-10,dongri-buzurg,2.9,2.9,0.04,0.042,0.05
2026-03-11,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2026-03-12,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2026-03-13,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2026-03-14,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2026-03-15,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2026-03-16,dongri-buzurg,0.0,2.9,-1.0,0.03,0.05
2026-03-17,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-03-18,dongri-buzurg,1.0,1.0,-0.64,0.034,0.05
2026-03-19,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-03-20,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-03-21,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-03-22,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-03-23,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-03-24,dongri-buzurg,0.7,1.7,-0.75,0.033,0.05
2026-03-25,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2026-03-26,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2026-03-27,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2026-03-28,dongri-buzurg,1.8,2.5,-0.36,0.037,0.05
2026-03-29,dongri-buzurg,0.0,2.5,-1.0,0.03,0.05
2026-03-30,dongri-buzurg,0.0,2.5,-1.0,0.03,0.05
2026-03-31,dongri-buzurg,0.0,1.8,-1.0,0.03,0.05
2026-04-01,dongri-buzurg,0.2,2.0,-0.93,0.031,0.05
2026-04-02,dongri-buzurg,0.0,2.0,-1.0,0.03,0.05
2026-04-03,dongri-buzurg,0.0,2.0,-1.0,0.03,0.05
2026-04-04,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-05,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-06,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-07,dongri-buzurg,0.2,0.4,-0.93,0.031,0.05
2026-04-08,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-09,dongri-buzurg,0.2,0.4,-0.93,0.031,0.05
2026-04-10,dongri-buzurg,0.5,0.9,-0.82,0.032,0.05
2026-04-11,dongri-buzurg,0.0,0.9,-1.0,0.03,0.05
2026-04-12,dongri-buzurg,0.5,1.4,-0.82,0.032,0.05
2026-04-13,dongri-buzurg,0.0,1.4,-1.0,0.03,0.05
2026-04-14,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2026-04-15,dongri-buzurg,0.0,1.2,-1.0,0.03,0.05
2026-04-16,dongri-buzurg,0.0,1.0,-1.0,0.03,0.05
2026-04-17,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-04-18,dongri-buzurg,0.2,0.7,-0.93,0.031,0.05
2026-04-19,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-20,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-21,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-22,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-04-23,dongri-buzurg,0.5,0.7,-0.82,0.032,0.05
2026-04-24,dongri-buzurg,0.0,0.7,-1.0,0.03,0.05
2026-04-25,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-04-26,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-04-27,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-04-28,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-04-29,dongri-buzurg,0.0,0.5,-1.0,0.03,0.05
2026-04-30,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-01,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-02,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-03,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-04,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-05,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-06,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-07,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-08,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-09,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-10,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-11,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-12,dongri-buzurg,0.0,0.0,-1.0,0.03,0.05
2026-05-13,dongri-buzurg,0.2,0.2,-0.93,0.031,0.05
2026-05-14,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2026-05-15,dongri-buzurg,0.0,0.2,-1.0,0.03,0.05
2025-01-01,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-02,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-03,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-04,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-05,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-06,gumgaon,0.3,0.3,-0.9,0.031,0.05
2025-01-07,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-01-08,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-01-09,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-01-10,gumgaon,2.7,3.0,-0.1,0.041,0.05
2025-01-11,gumgaon,0.0,3.0,-1.0,0.03,0.05
2025-01-12,gumgaon,0.8,3.8,-0.73,0.033,0.05
2025-01-13,gumgaon,0.5,4.0,-0.83,0.032,0.05
2025-01-14,gumgaon,0.0,4.0,-1.0,0.03,0.05
2025-01-15,gumgaon,0.0,4.0,-1.0,0.03,0.05
2025-01-16,gumgaon,0.0,4.0,-1.0,0.03,0.05
2025-01-17,gumgaon,0.0,1.3,-1.0,0.03,0.05
2025-01-18,gumgaon,0.0,1.3,-1.0,0.03,0.05
2025-01-19,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-01-20,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-21,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-22,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-01-23,gumgaon,0.1,0.1,-0.97,0.03,0.05
2025-01-24,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-01-25,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-01-26,gumgaon,0.2,0.3,-0.93,0.031,0.05
2025-01-27,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-01-28,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-01-29,gumgaon,0.9,1.2,-0.7,0.034,0.05
2025-01-30,gumgaon,0.0,1.1,-1.0,0.03,0.05
2025-01-31,gumgaon,0.0,1.1,-1.0,0.03,0.05
2025-02-01,gumgaon,0.7,1.8,-0.77,0.033,0.05
2025-02-02,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-03,gumgaon,0.9,2.5,-0.7,0.034,0.05
2025-02-04,gumgaon,0.0,2.5,-1.0,0.03,0.05
2025-02-05,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-06,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-07,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-08,gumgaon,0.0,0.9,-1.0,0.03,0.05
2025-02-09,gumgaon,0.0,0.9,-1.0,0.03,0.05
2025-02-10,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-11,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-12,gumgaon,0.4,0.4,-0.87,0.032,0.05
2025-02-13,gumgaon,1.2,1.6,-0.6,0.035,0.05
2025-02-14,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-15,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-16,gumgaon,0.4,2.0,-0.87,0.032,0.05
2025-02-17,gumgaon,0.0,2.0,-1.0,0.03,0.05
2025-02-18,gumgaon,0.0,2.0,-1.0,0.03,0.05
2025-02-19,gumgaon,0.0,1.6,-1.0,0.03,0.05
2025-02-20,gumgaon,0.0,0.4,-1.0,0.03,0.05
2025-02-21,gumgaon,0.0,0.4,-1.0,0.03,0.05
2025-02-22,gumgaon,0.0,0.4,-1.0,0.03,0.05
2025-02-23,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-24,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-25,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-26,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-27,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-02-28,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-01,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-02,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-03,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-04,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-05,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-06,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-07,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-08,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-09,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-10,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-11,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-12,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-13,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-14,gumgaon,0.6,0.6,-0.8,0.032,0.05
2025-03-15,gumgaon,0.0,0.6,-1.0,0.03,0.05
2025-03-16,gumgaon,0.0,0.6,-1.0,0.03,0.05
2025-03-17,gumgaon,0.0,0.6,-1.0,0.03,0.05
2025-03-18,gumgaon,0.0,0.6,-1.0,0.03,0.05
2025-03-19,gumgaon,0.0,0.6,-1.0,0.03,0.05
2025-03-20,gumgaon,0.0,0.6,-1.0,0.03,0.05
2025-03-21,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-22,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-23,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-24,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-25,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-26,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-27,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-28,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-29,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-03-30,gumgaon,0.2,0.2,-0.93,0.031,0.05
2025-03-31,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-04-01,gumgaon,0.3,0.5,-0.9,0.031,0.05
2025-04-02,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-03,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-04,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-05,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-06,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-04-07,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-04-08,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-09,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-10,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-11,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-12,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-13,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-14,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-15,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-16,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-17,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-18,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-19,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-20,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-21,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-22,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-04-23,gumgaon,0.5,0.5,-0.83,0.032,0.05
2025-04-24,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-25,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-26,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-27,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-04-28,gumgaon,0.7,1.2,-0.77,0.033,0.05
2025-04-29,gumgaon,0.0,1.2,-1.0,0.03,0.05
2025-04-30,gumgaon,0.2,0.9,-0.93,0.031,0.05
2025-05-01,gumgaon,0.0,0.9,-1.0,0.03,0.05
2025-05-02,gumgaon,0.0,0.9,-1.0,0.03,0.05
2025-05-03,gumgaon,0.0,0.9,-1.0,0.03,0.05
2025-05-04,gumgaon,0.0,0.9,-1.0,0.03,0.05
2025-05-05,gumgaon,0.3,0.5,-0.9,0.031,0.05
2025-05-06,gumgaon,0.0,0.5,-1.0,0.03,0.05
2025-05-07,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-05-08,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-05-09,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-05-10,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-05-11,gumgaon,0.0,0.3,-1.0,0.03,0.05
2025-05-12,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-13,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-14,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-15,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-16,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-17,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-18,gumgaon,0.2,0.2,-0.93,0.031,0.05
2025-05-19,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-05-20,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-05-21,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-05-22,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-05-23,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-05-24,gumgaon,0.0,0.2,-1.0,0.03,0.05
2025-05-25,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-26,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-27,gumgaon,0.0,0.0,-1.0,0.03,0.05
2025-05-28,gumgaon,0.1,0.1,-0.97,0.03,0.05
2025-05-29,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-05-30,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-05-31,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-01,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-02,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-03,gumgaon,0.1,0.2,-0.97,0.03,0.05
2025-06-04,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-05,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-06,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-07,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-08,gumgaon,0.0,0.1,-1.0,0.03,0.05
2025-06-09,gumgaon,5.2,5.3,-0.62,0.051,0.05
2025-06-10,gumgaon,2.2,7.4,-0.85,0.039,0.05
2025-06-11,gumgaon,3.3,10.7,-0.78,0.054,0.068
2025-06-12,gumgaon,3.4,14.1,-0.79,0.068,0.09
2025-06-13,gumgaon,6.8,20.9,-0.59,0.108,0.134
2025-06-14,gumgaon,13.9,34.8,-0.2,0.189,0.222
2025-06-15,gumgaon,8.1,42.9,-0.56,0.197,0.274
2025-06-16,gumgaon,2.9,40.6,-0.85,0.167,0.259
2025-06-17,gumgaon,13.4,51.8,-0.33,0.252,0.331
2025-06-18,gumgaon,28.3,76.8,0.35,0.408,0.491
2025-06-19,gumgaon,10.0,83.4,-0.54,0.36,0.533
2025-06-20,gumgaon,5.7,82.3,-0.75,0.338,0.526
2025-06-21,gumgaon,4.5,72.9,-0.81,0.298,0.466
2025-06-22,gumgaon,16.5,81.3,-0.34,0.377,0.519
2025-06-23,gumgaon,30.0,108.4,0.16,0.536,0.693
2025-06-24,gumgaon,9.3,104.3,-0.66,0.437,0.666
2025-06-25,gumgaon,8.1,84.1,-0.71,0.355,0.537
2025-06-26,gumgaon,13.6,87.7,-0.53,0.39,0.56
2025-06-27,gumgaon,22.6,104.6,-0.25,0.491,0.668
2025-06-28,gumgaon,7.6,107.7,-0.76,0.443,0.688
2025-06-29,gumgaon,17.0,108.2,-0.48,0.483,0.691
2025-06-30,gumgaon,21.3,99.5,-0.37,0.467,0.636
2025-07-01,gumgaon,23.3,113.5,-0.33,0.528,0.725
2025-07-02,gumgaon,6.5,111.9,-0.82,0.455,0.715
2025-07-03,gumgaon,8.0,106.3,-0.78,0.439,0.679
2025-07-04,gumgaon,18.4,102.1,-0.52,0.465,0.652
2025-07-05,gumgaon,28.8,123.3,-0.27,0.588,0.788
2025-07-06,gumgaon,65.3,171.6,0.61,0.861,1.0
2025-07-07,gumgaon,7.2,157.5,-0.83,0.629,1.0
2025-07-08,gumgaon,23.2,157.4,-0.46,0.693,1.0
2025-07-09,gumgaon,19.9,170.8,-0.54,0.68,1.0
2025-07-10,gumgaon,14.6,177.4,-0.67,0.658,1.0
2025-07-11,gumgaon,44.4,203.4,-0.03,0.778,1.0
2025-07-12,gumgaon,31.6,206.2,-0.32,0.726,1.0
2025-07-13,gumgaon,33.0,173.9,-0.31,0.732,1.0
2025-07-14,gumgaon,8.0,174.7,-0.83,0.632,1.0
2025-07-15,gumgaon,17.4,168.9,-0.65,0.67,1.0
2025-07-16,gumgaon,24.0,173.0,-0.52,0.696,1.0
2025-07-17,gumgaon,26.6,185.0,-0.48,0.706,1.0
2025-07-18,gumgaon,97.9,238.5,0.9,0.99,1.0
