date,mine_id,mine_name,planned_tonnage,actual_tonnage,ore_grade_mn,recovery_rate,crusher_utilization,fleet_availability,operating_hours,downtime_hours,rainfall_mm,shortfall_tonnes,shortfall_percentage,shortfall_event,production_trend_7d,production_trend_30d,shortfall_rate,target_deviation,rolling_downtime_7d
2025-09-27,gumgaon,Gumgaon Incline Mine,2800,2254,37.7,85.8,90.3,90.2,22.6,1.4,0.0,546,19.5,1,2238.4,1956.1,20.17,-0.195,8.7
2025-09-28,gumgaon,Gumgaon Incline Mine,2800,2296,38.8,87.9,92.2,87.5,22.4,1.6,0.0,504,18.0,1,2266.4,1959.3,19.63,-0.18,8.4
2025-09-29,gumgaon,Gumgaon Incline Mine,2800,2338,38.2,85.3,92.8,88.8,23.2,0.8,0.0,462,16.5,1,2284.3,2001.5,18.85,-0.165,7.8
2025-09-30,gumgaon,Gumgaon Incline Mine,2800,2321,37.6,84.8,88.6,91.9,23.0,1.0,0.0,479,17.1,1,2280.9,2028.4,18.41,-0.1711,8.3
2025-10-01,gumgaon,Gumgaon Incline Mine,2800,2198,39.4,86.0,92.1,88.5,23.0,1.0,0.0,602,21.5,1,2268.7,2035.3,19.18,-0.215,7.4
2025-10-02,gumgaon,Gumgaon Incline Mine,2800,2223,38.3,87.3,92.8,85.6,22.9,1.1,0.0,577,20.6,1,2266.6,2043.2,19.54,-0.2061,7.6
2025-10-03,gumgaon,Gumgaon Incline Mine,2800,2360,39.0,86.1,86.2,92.1,22.4,1.6,0.0,440,15.7,1,2284.3,2049.4,18.58,-0.1571,8.5
2025-10-04,gumgaon,Gumgaon Incline Mine,2800,2305,38.6,87.7,96.0,88.2,23.5,0.5,0.0,495,17.7,1,2291.6,2074.9,18.36,-0.1768,7.6
2025-10-05,gumgaon,Gumgaon Incline Mine,2800,2282,39.1,85.3,93.7,89.8,22.5,1.5,0.0,518,18.5,1,2289.6,2102.0,18.39,-0.185,7.5
2025-10-06,gumgaon,Gumgaon Incline Mine,2800,2074,39.4,86.8,90.2,85.9,22.2,1.8,0.0,726,25.9,1,2251.9,2129.0,20.27,-0.2593,8.5
2025-10-07,gumgaon,Gumgaon Incline Mine,2800,2174,38.3,86.0,88.5,88.0,22.7,1.3,0.0,626,22.4,1,2230.9,2139.4,20.8,-0.2236,8.8
2025-10-08,gumgaon,Gumgaon Incline Mine,2800,2191,39.4,86.9,88.8,88.6,22.1,1.9,0.0,609,21.8,1,2229.9,2147.7,21.05,-0.2175,9.7
2025-10-09,gumgaon,Gumgaon Incline Mine,2800,2358,39.5,88.4,93.8,89.4,23.0,1.0,0.0,442,15.8,1,2249.1,2178.8,19.74,-0.1579,9.6
2025-10-10,gumgaon,Gumgaon Incline Mine,2800,1643,38.0,86.1,60.6,90.0,16.0,8.0,0.0,1157,41.3,1,2146.7,2162.3,25.13,-0.4132,16.0
2025-10-11,gumgaon,Gumgaon Incline Mine,2800,2297,39.3,87.6,88.0,90.3,23.0,1.0,0.0,503,18.0,1,2145.6,2178.9,23.35,-0.1796,16.5
2025-10-12,gumgaon,Gumgaon Incline Mine,2800,2397,39.9,88.7,89.8,92.4,22.5,1.5,0.0,403,14.4,1,2162.0,2202.7,21.11,-0.1439,16.5
2025-10-13,gumgaon,Gumgaon Incline Mine,2800,2399,38.3,87.3,94.9,92.7,23.2,0.8,0.0,401,14.3,1,2208.4,2212.8,19.41,-0.1432,15.5
2025-10-14,gumgaon,Gumgaon Incline Mine,2800,2197,39.3,87.7,88.4,88.0,22.6,1.4,0.0,603,21.5,1,2211.7,2226.9,19.93,-0.2154,15.6
2025-10-15,gumgaon,Gumgaon Incline Mine,2800,2278,38.6,87.3,90.2,89.5,23.0,1.0,0.0,522,18.6,1,2224.1,2226.4,19.6,-0.1864,14.7
2025-10-16,gumgaon,Gumgaon Incline Mine,2800,2212,38.3,85.7,96.0,86.7,23.1,0.9,0.0,588,21.0,1,2203.3,2230.3,19.95,-0.21,14.6
2025-10-17,gumgaon,Gumgaon Incline Mine,2800,2254,38.7,87.3,93.2,87.0,22.4,1.6,0.0,546,19.5,1,2290.6,2245.9,19.84,-0.195,8.2
2025-10-18,gumgaon,Gumgaon Incline Mine,2800,2236,38.6,85.0,88.7,92.0,22.6,1.4,0.0,564,20.1,1,2281.9,2246.2,19.9,-0.2014,8.6
2025-10-19,gumgaon,Gumgaon Incline Mine,2800,2296,38.6,86.1,97.0,87.6,23.5,0.5,0.0,504,18.0,1,2267.4,2241.9,19.43,-0.18,7.6
2025-10-20,gumgaon,Gumgaon Incline Mine,2800,2219,38.3,85.9,88.9,88.9,22.1,1.9,0.0,581,20.8,1,2241.7,2240.6,19.77,-0.2075,8.7
2025-10-21,gumgaon,Gumgaon Incline Mine,2800,2333,38.6,87.3,88.3,91.9,22.9,1.1,0.0,467,16.7,1,2261.1,2248.3,19.0,-0.1668,8.4
2025-10-22,gumgaon,Gumgaon Incline Mine,2800,2315,39.4,85.8,94.8,88.1,23.2,0.8,0.0,485,17.3,1,2266.4,2251.7,18.58,-0.1732,8.2
2025-10-23,gumgaon,Gumgaon Incline Mine,2800,2279,40.0,88.5,88.1,87.7,22.9,1.1,0.0,521,18.6,1,2276.0,2249.5,18.58,-0.1861,8.4
2025-10-24,gumgaon,Gumgaon Incline Mine,2800,2016,38.5,86.4,93.5,81.2,22.7,1.3,0.0,784,28.0,1,2242.0,2240.6,20.94,-0.28,8.1
2025-10-25,gumgaon,Gumgaon Incline Mine,2800,2317,37.9,86.2,87.9,93.8,22.4,1.6,0.0,483,17.2,1,2253.6,2243.3,20.0,-0.1725,8.3
2025-10-26,gumgaon,Gumgaon Incline Mine,2800,2187,40.0,88.3,85.5,88.8,22.2,1.8,0.0,613,21.9,1,2238.0,2241.6,20.48,-0.2189,9.6
2025-10-27,gumgaon,Gumgaon Incline Mine,2800,2114,38.8,85.8,86.3,88.3,22.1,1.9,0.0,686,24.5,1,2223.0,2237.0,21.48,-0.245,9.6
2025-10-28,gumgaon,Gumgaon Incline Mine,2800,2183,38.7,87.6,93.3,85.8,23.0,1.0,0.0,617,22.0,1,2201.6,2233.2,21.61,-0.2204,9.5
2025-10-29,gumgaon,Gumgaon Incline Mine,2800,2359,38.6,86.3,94.9,89.6,23.0,1.0,0.0,441,15.8,1,2207.9,2233.9,20.16,-0.1575,9.7
2025-10-30,gumgaon,Gumgaon Incline Mine,2800,2186,39.2,86.3,93.9,85.2,22.7,1.3,0.0,614,21.9,1,2194.6,2229.4,20.59,-0.2193,9.9
2025-10-31,gumgaon,Gumgaon Incline Mine,2800,2349,38.8,87.3,91.4,93.5,22.3,1.7,0.0,451,16.1,1,2242.1,2234.4,19.47,-0.1611,10.3
2025-11-01,gumgaon,Gumgaon Incline Mine,2800,2173,39.3,86.1,88.3,88.8,22.3,1.7,0.0,627,22.4,1,2221.6,2232.8,20.2,-0.2239,10.4
2025-11-02,gumgaon,Gumgaon Incline Mine,2800,2286,37.6,86.4,92.9,89.9,23.2,0.8,0.0,514,18.4,1,2235.7,2230.3,19.75,-0.1836,9.4
2025-11-03,gumgaon,Gumgaon Incline Mine,2800,2152,38.3,85.7,91.5,90.1,22.0,2.0,0.0,648,23.1,1,2241.1,2225.2,20.59,-0.2314,9.5
2025-11-04,gumgaon,Gumgaon Incline Mine,2800,2437,38.5,86.4,93.2,90.7,23.5,0.5,0.0,363,13.0,1,2277.4,2230.4,18.69,-0.1296,9.0
2025-11-05,gumgaon,Gumgaon Incline Mine,2800,2219,39.3,86.0,86.2,91.9,22.5,1.5,0.0,581,20.8,1,2257.4,2235.2,19.22,-0.2075,9.5
2025-11-06,gumgaon,Gumgaon Incline Mine,2800,2232,38.1,86.4,91.9,85.0,22.8,1.2,0.0,568,20.3,1,2264.0,2237.1,19.49,-0.2029,9.4
2025-11-07,gumgaon,Gumgaon Incline Mine,2800,2248,39.1,87.2,87.5,88.9,22.6,1.4,0.0,552,19.7,1,2249.6,2239.0,19.54,-0.1971,9.1
2025-11-08,gumgaon,Gumgaon Incline Mine,2800,2273,38.5,87.6,92.0,90.7,22.3,1.7,0.0,527,18.8,1,2263.9,2236.2,19.36,-0.1882,9.1
2025-11-09,gumgaon,Gumgaon Incline Mine,2800,2235,38.8,87.2,94.5,86.5,22.7,1.3,0.0,565,20.2,1,2256.6,2255.9,19.57,-0.2018,9.6
2025-11-10,gumgaon,Gumgaon Incline Mine,2800,2095,38.5,85.5,85.2,87.9,22.2,1.8,0.0,705,25.2,1,2248.4,2249.2,20.98,-0.2518,9.4
2025-11-11,gumgaon,Gumgaon Incline Mine,2800,2177,38.0,84.9,90.2,91.2,22.1,1.9,0.0,623,22.2,1,2211.3,2241.9,21.28,-0.2225,10.8
2025-11-12,gumgaon,Gumgaon Incline Mine,2800,2246,34.3,84.7,90.8,89.3,22.7,1.3,0.0,554,19.8,1,2215.1,2236.8,20.91,-0.1979,10.6
2025-11-13,gumgaon,Gumgaon Incline Mine,2800,2081,38.8,87.5,91.9,85.0,22.1,1.9,0.0,719,25.7,1,2193.6,2232.9,22.11,-0.2568,11.3
2025-11-14,gumgaon,Gumgaon Incline Mine,2800,2118,37.7,85.7,86.8,88.9,22.2,1.8,0.0,682,24.4,1,2175.0,2227.6,22.68,-0.2436,11.7
2025-11-15,gumgaon,Gumgaon Incline Mine,2800,2391,38.3,86.8,92.9,90.2,23.1,0.9,0.0,409,14.6,1,2191.9,2233.5,20.66,-0.1461,10.9
2025-11-16,gumgaon,Gumgaon Incline Mine,2800,2159,38.7,86.8,86.1,86.2,22.4,1.6,0.0,641,22.9,1,2181.0,2230.4,21.22,-0.2289,11.2
2025-11-17,gumgaon,Gumgaon Incline Mine,2800,2239,40.4,88.8,88.7,84.6,22.6,1.4,0.0,561,20.0,1,2201.6,2230.5,20.92,-0.2004,10.8
2025-11-18,gumgaon,Gumgaon Incline Mine,2800,2223,38.5,85.3,86.7,87.0,22.5,1.5,0.0,577,20.6,1,2208.1,2228.0,20.84,-0.2061,10.4
2025-11-19,gumgaon,Gumgaon Incline Mine,2800,2297,39.3,87.3,89.3,87.8,22.6,1.4,0.0,503,18.0,1,2215.4,2230.6,20.13,-0.1796,10.5
2025-11-20,gumgaon,Gumgaon Incline Mine,2800,2319,38.6,86.5,93.6,89.2,22.8,1.2,0.0,481,17.2,1,2249.4,2230.2,19.4,-0.1718,9.8
2025-11-21,gumgaon,Gumgaon Incline Mine,2800,2266,39.2,85.7,89.4,90.7,23.1,0.9,0.0,534,19.1,1,2270.6,2228.5,19.32,-0.1907,8.9
2025-11-22,gumgaon,Gumgaon Incline Mine,2800,2372,39.0,86.0,94.2,94.2,22.7,1.3,0.0,428,15.3,1,2267.9,2231.6,18.32,-0.1529,9.3
2025-11-23,gumgaon,Gumgaon Incline Mine,2800,2043,39.3,87.9,94.4,79.4,23.2,0.8,0.0,757,27.0,1,2251.3,2232.5,20.49,-0.2704,8.5
2025-11-24,gumgaon,Gumgaon Incline Mine,2800,2280,38.2,87.3,89.3,87.8,22.6,1.4,0.0,520,18.6,1,2257.1,2231.3,20.02,-0.1857,8.5
2025-11-25,gumgaon,Gumgaon Incline Mine,2800,2058,38.0,85.5,85.5,87.0,22.1,1.9,0.0,742,26.5,1,2233.6,2227.0,21.64,-0.265,8.9
2025-11-26,gumgaon,Gumgaon Incline Mine,2800,1600,38.8,87.1,63.1,85.7,16.3,7.7,0.0,1200,42.9,1,2134.0,2209.9,26.95,-0.4286,15.2
2025-11-27,gumgaon,Gumgaon Incline Mine,2800,2327,38.3,87.4,90.4,91.3,23.3,0.7,0.0,473,16.9,1,2135.1,2214.7,24.44,-0.1689,14.7
2025-11-28,gumgaon,Gumgaon Incline Mine,2800,2333,38.6,86.5,93.5,91.2,23.0,1.0,0.0,467,16.7,1,2144.7,2213.8,22.5,-0.1668,14.8
2025-11-29,gumgaon,Gumgaon Incline Mine,2800,2329,39.1,87.5,84.7,91.6,22.2,1.8,0.0,471,16.8,1,2138.6,2218.6,21.08,-0.1682,15.3
2025-11-30,gumgaon,Gumgaon Incline Mine,2800,2203,39.8,85.9,85.8,88.3,22.0,2.0,0.0,597,21.3,1,2161.4,2213.7,21.13,-0.2132,16.5
2025-12-01,gumgaon,Gumgaon Incline Mine,2800,2337,39.4,88.4,93.3,88.6,23.1,0.9,0.0,463,16.5,1,2169.6,2219.2,19.98,-0.1654,16.0
2025-12-02,gumgaon,Gumgaon Incline Mine,2800,2219,38.6,86.9,90.8,90.1,22.1,1.9,0.0,581,20.8,1,2192.6,2216.9,20.18,-0.2075,16.0
2025-12-03,gumgaon,Gumgaon Incline Mine,2800,2183,39.5,86.1,87.3,89.3,22.6,1.4,0.0,617,22.0,1,2275.9,2218.0,20.64,-0.2204,9.7
2025-12-04,gumgaon,Gumgaon Incline Mine,2800,2177,38.3,86.8,93.6,84.6,23.4,0.6,0.0,623,22.2,1,2254.4,2209.3,21.03,-0.2225,9.6
2025-12-05,gumgaon,Gumgaon Incline Mine,2800,2392,39.1,88.3,90.7,87.1,23.4,0.6,0.0,408,14.6,1,2262.9,2215.1,19.42,-0.1457,9.2
2025-12-06,gumgaon,Gumgaon Incline Mine,2800,2298,38.1,87.3,96.0,86.2,23.5,0.5,0.0,502,17.9,1,2258.4,2217.3,19.04,-0.1793,7.9
2025-12-07,gumgaon,Gumgaon Incline Mine,2800,2415,39.1,88.2,96.0,95.1,23.1,0.9,0.0,385,13.8,1,2288.7,2222.8,17.73,-0.1375,6.8
2025-12-08,gumgaon,Gumgaon Incline Mine,2800,2367,38.2,86.2,91.8,91.6,22.9,1.1,0.0,433,15.5,1,2293.0,2226.0,17.17,-0.1546,7.0
2025-12-09,gumgaon,Gumgaon Incline Mine,2800,2271,38.0,85.7,92.3,89.4,23.0,1.0,0.0,529,18.9,1,2300.4,2227.2,17.6,-0.1889,6.1
2025-12-10,gumgaon,Gumgaon Incline Mine,2800,2379,38.8,86.1,89.1,93.2,22.4,1.6,0.0,421,15.0,1,2328.4,2236.6,16.95,-0.1504,6.3
2025-12-11,gumgaon,Gumgaon Incline Mine,2800,2221,38.3,85.1,93.6,92.6,22.6,1.4,0.0,579,20.7,1,2334.7,2238.1,17.89,-0.2068,7.1
2025-12-12,gumgaon,Gumgaon Incline Mine,2800,2318,38.2,87.5,92.8,89.3,22.9,1.1,0.0,482,17.2,1,2324.1,2240.5,17.72,-0.1721,7.6
2025-12-13,gumgaon,Gumgaon Incline Mine,2800,2186,38.1,85.0,87.2,89.6,22.4,1.6,0.0,614,21.9,1,2308.1,2244.0,18.76,-0.2193,8.7
2025-12-14,gumgaon,Gumgaon Incline Mine,2800,2313,39.0,87.0,93.6,88.0,23.3,0.7,0.0,487,17.4,1,2293.6,2250.5,18.42,-0.1739,8.5
2025-12-15,gumgaon,Gumgaon Incline Mine,2800,2428,39.6,87.7,90.2,89.2,23.3,0.7,0.0,372,13.3,1,2302.3,2251.7,17.14,-0.1329,8.1
2025-12-16,gumgaon,Gumgaon Incline Mine,2800,2333,38.9,86.4,87.6,91.0,22.8,1.2,0.0,467,16.7,1,2311.1,2257.5,17.03,-0.1668,8.3
2025-12-17,gumgaon,Gumgaon Incline Mine,2800,2147,37.8,84.6,84.9,86.6,22.1,1.9,0.0,653,23.3,1,2278.0,2254.5,18.6,-0.2332,8.6
2025-12-18,gumgaon,Gumgaon Incline Mine,2800,2176,39.3,86.8,87.9,88.2,22.0,2.0,0.0,624,22.3,1,2271.6,2252.9,19.52,-0.2229,9.2
2025-12-19,gumgaon,Gumgaon Incline Mine,2800,2163,38.8,86.9,87.9,88.1,22.3,1.7,0.0,637,22.8,1,2249.4,2248.4,20.34,-0.2275,9.8
2025-12-20,gumgaon,Gumgaon Incline Mine,2800,2240,39.7,87.2,93.4,90.1,22.6,1.4,0.0,560,20.0,1,2257.1,2245.8,20.26,-0.2,9.6
2025-12-21,gumgaon,Gumgaon Incline Mine,2800,2366,38.8,86.2,93.8,90.6,22.9,1.1,0.0,434,15.5,1,2264.7,2249.1,19.07,-0.155,10.0
2025-12-22,gumgaon,Gumgaon Incline Mine,2800,2237,39.3,87.4,92.2,89.3,22.4,1.6,0.0,563,20.1,1,2237.4,2244.6,19.33,-0.2011,10.9
2025-12-23,gumgaon,Gumgaon Incline Mine,2800,2324,38.5,86.1,93.5,88.5,23.0,1.0,0.0,476,17.0,1,2236.1,2254.0,18.74,-0.17,10.7
2025-12-24,gumgaon,Gumgaon Incline Mine,2800,2329,38.9,86.6,92.9,91.5,22.7,1.3,0.0,471,16.8,1,2262.1,2255.6,18.26,-0.1682,10.1
2025-12-25,gumgaon,Gumgaon Incline Mine,2800,2277,37.8,86.2,88.2,87.5,23.0,1.0,0.0,523,18.7,1,2276.6,2262.9,18.37,-0.1868,9.1
2025-12-26,gumgaon,Gumgaon Incline Mine,2800,2141,37.6,84.6,88.7,90.2,22.2,1.8,0.0,659,23.5,1,2273.4,2281.0,19.65,-0.2354,9.2
2025-12-27,gumgaon,Gumgaon Incline Mine,2800,2311,39.3,87.1,87.9,89.6,22.9,1.1,0.0,489,17.5,1,2283.6,2280.4,19.11,-0.1746,8.9
2025-12-28,gumgaon,Gumgaon Incline Mine,2800,2290,40.1,87.6,90.4,86.1,23.4,0.6,0.0,510,18.2,1,2272.7,2279.0,18.89,-0.1821,8.4
2025-12-29,gumgaon,Gumgaon Incline Mine,2800,2135,38.8,87.5,90.4,87.6,22.1,1.9,0.0,665,23.8,1,2258.1,2272.5,20.11,-0.2375,8.7
2025-12-30,gumgaon,Gumgaon Incline Mine,2800,2288,38.8,87.3,92.7,90.1,22.6,1.4,0.0,512,18.3,1,2253.0,2275.4,19.66,-0.1829,9.1
2025-12-31,gumgaon,Gumgaon Incline Mine,2800,2242,38.1,86.3,92.6,91.1,22.8,1.2,0.0,558,19.9,1,2240.6,2272.2,19.72,-0.1993,9.0
2026-01-01,gumgaon,Gumgaon Incline Mine,2800,2456,38.0,87.1,89.9,91.0,23.4,0.6,0.0,344,12.3,1,2266.1,2280.1,17.87,-0.1229,8.6
2026-01-02,gumgaon,Gumgaon Incline Mine,2800,2240,38.9,87.6,90.4,88.9,22.4,1.6,0.0,560,20.0,1,2280.3,2282.0,18.4,-0.2,8.4
2026-01-03,gumgaon,Gumgaon Incline Mine,2800,2418,39.3,88.1,89.3,93.4,22.7,1.3,0.0,382,13.6,1,2295.6,2290.0,17.2,-0.1364,8.6
2026-01-04,gumgaon,Gumgaon Incline Mine,2800,2212,38.2,85.7,96.0,86.8,23.5,0.5,0.0,588,21.0,1,2284.4,2284.0,18.15,-0.21,8.5
2026-01-05,gumgaon,Gumgaon Incline Mine,2800,2252,39.0,86.9,92.4,89.8,22.9,1.1,0.0,548,19.6,1,2301.1,2282.5,18.51,-0.1957,7.7
2026-01-06,gumgaon,Gumgaon Incline Mine,2800,2247,38.4,86.8,88.4,91.5,22.4,1.6,0.0,553,19.8,1,2295.3,2276.9,18.83,-0.1975,7.9
2026-01-07,gumgaon,Gumgaon Incline Mine,2800,2140,38.6,85.7,95.3,85.1,23.2,0.8,0.0,660,23.6,1,2280.7,2269.3,20.03,-0.2357,7.5
2026-01-08,gumgaon,Gumgaon Incline Mine,2800,2252,37.8,86.2,85.6,94.5,22.2,1.8,0.0,548,19.6,1,2251.6,2268.7,19.92,-0.1957,8.7
2026-01-09,gumgaon,Gumgaon Incline Mine,2800,2260,39.9,86.8,92.5,91.8,22.5,1.5,0.0,540,19.3,1,2254.4,2264.7,19.76,-0.1929,8.6
2026-01-10,gumgaon,Gumgaon Incline Mine,2800,2333,38.0,85.5,94.2,92.2,23.4,0.6,0.0,467,16.7,1,2242.3,2268.5,19.0,-0.1668,7.9
2026-01-11,gumgaon,Gumgaon Incline Mine,2800,2367,39.7,86.9,92.0,92.0,23.0,1.0,0.0,433,15.5,1,2264.4,2270.1,18.12,-0.1546,8.4
2026-01-12,gumgaon,Gumgaon Incline Mine,2800,1632,38.4,87.0,69.5,85.6,16.7,7.3,0.0,1168,41.7,1,2175.9,2251.6,24.02,-0.4171,14.6
2026-01-13,gumgaon,Gumgaon Incline Mine,2800,2262,38.6,87.7,87.6,91.1,22.4,1.6,0.0,538,19.2,1,2178.0,2249.9,22.81,-0.1921,14.6
2026-01-14,gumgaon,Gumgaon Incline Mine,2800,2028,35.2,83.5,90.2,86.7,22.3,1.7,0.0,772,27.6,1,2162.0,2236.6,24.01,-0.2757,15.5
2026-01-15,gumgaon,Gumgaon Incline Mine,2800,2211,37.6,87.1,89.7,86.5,23.0,1.0,0.0,589,21.0,1,2156.1,2232.5,23.26,-0.2104,14.7
2026-01-16,gumgaon,Gumgaon Incline Mine,2800,2173,37.7,85.5,88.1,86.8,22.3,1.7,0.0,627,22.4,1,2143.7,2233.4,23.04,-0.2239,14.9
2026-01-17,gumgaon,Gumgaon Incline Mine,2800,2221,39.1,86.2,87.0,90.3,22.6,1.4,0.0,579,20.7,1,2127.7,2234.9,22.46,-0.2068,15.7
2026-01-18,gumgaon,Gumgaon Incline Mine,2800,2138,38.6,85.9,91.1,87.3,22.1,1.9,0.0,662,23.6,1,2095.0,2234.1,22.74,-0.2364,16.6
2026-01-19,gumgaon,Gumgaon Incline Mine,2800,2233,38.7,87.3,94.2,85.1,23.3,0.7,0.0,567,20.2,1,2180.9,2233.8,22.11,-0.2025,10.0
2026-01-20,gumgaon,Gumgaon Incline Mine,2800,2263,38.7,85.5,89.9,91.4,22.5,1.5,0.0,537,19.2,1,2181.0,2230.4,21.38,-0.1918,9.9
2026-01-21,gumgaon,Gumgaon Incline Mine,2800,2195,38.4,85.2,87.8,87.3,22.2,1.8,0.0,605,21.6,1,2204.9,2229.0,21.44,-0.2161,10.0
2026-01-22,gumgaon,Gumgaon Incline Mine,2800,2120,38.6,87.2,87.8,83.1,22.6,1.4,0.0,680,24.3,1,2191.9,2222.2,22.15,-0.2429,10.4
2026-01-23,gumgaon,Gumgaon Incline Mine,2800,2207,38.4,86.9,86.6,89.6,22.6,1.4,0.0,593,21.2,1,2196.7,2218.1,21.91,-0.2118,10.1
2026-01-24,gumgaon,Gumgaon Incline Mine,2800,2141,38.9,86.4,92.5,83.4,23.4,0.6,0.0,659,23.5,1,2185.3,2213.6,22.31,-0.2354,9.3
2026-01-25,gumgaon,Gumgaon Incline Mine,2800,2153,37.5,84.5,93.8,87.8,22.7,1.3,0.0,647,23.1,1,2187.4,2214.0,22.51,-0.2311,8.7
2026-01-26,gumgaon,Gumgaon Incline Mine,2800,2328,37.6,87.2,89.0,92.6,22.7,1.3,0.0,472,16.9,1,2201.0,2214.6,21.11,-0.1686,9.3
2026-01-27,gumgaon,Gumgaon Incline Mine,2800,2342,37.7,86.8,96.6,92.2,23.3,0.7,0.0,458,16.4,1,2212.3,2216.3,19.93,-0.1636,8.5
2026-01-28,gumgaon,Gumgaon Incline Mine,2800,2358,38.9,86.4,87.7,95.5,22.3,1.7,0.0,442,15.8,1,2235.6,2223.7,18.9,-0.1579,8.4
2026-01-29,gumgaon,Gumgaon Incline Mine,2800,2312,38.4,85.9,96.6,91.9,23.2,0.8,0.0,488,17.4,1,2263.0,2224.5,18.52,-0.1743,7.8
2026-01-30,gumgaon,Gumgaon Incline Mine,2800,2232,38.0,85.5,92.0,89.0,22.6,1.4,0.0,568,20.3,1,2266.6,2224.2,18.97,-0.2029,7.8
2026-01-31,gumgaon,Gumgaon Incline Mine,2800,2333,38.3,85.2,90.8,90.4,22.9,1.1,0.0,467,16.7,1,2294.0,2220.1,18.4,-0.1668,8.3
2026-02-01,gumgaon,Gumgaon Incline Mine,2800,2226,38.2,85.0,93.9,90.6,22.9,1.1,0.0,574,20.5,1,2304.4,2219.6,18.93,-0.205,8.1
2026-02-02,gumgaon,Gumgaon Incline Mine,2800,2224,38.5,87.0,91.3,89.1,22.5,1.5,0.0,576,20.6,1,2289.6,2213.2,19.34,-0.2057,8.3
2026-02-03,gumgaon,Gumgaon Incline Mine,2800,2357,38.2,85.1,96.0,90.3,23.2,0.8,0.0,443,15.8,1,2291.7,2218.0,18.46,-0.1582,8.4
2026-02-04,gumgaon,Gumgaon Incline Mine,2800,2249,39.7,87.1,90.0,90.3,22.2,1.8,0.0,551,19.7,1,2276.1,2217.9,18.77,-0.1968,8.5
2026-02-05,gumgaon,Gumgaon Incline Mine,2800,2317,37.9,86.4,92.2,89.6,22.5,1.5,0.0,483,17.2,1,2276.9,2220.2,18.38,-0.1725,9.2
2026-02-06,gumgaon,Gumgaon Incline Mine,2800,2322,39.1,86.1,87.5,92.0,22.8,1.2,0.0,478,17.1,1,2289.7,2226.3,18.06,-0.1707,9.0
2026-02-07,gumgaon,Gumgaon Incline Mine,2800,2239,39.6,87.7,89.6,91.0,22.2,1.8,0.0,561,20.0,1,2276.3,2225.9,18.54,-0.2004,9.7
2026-02-08,gumgaon,Gumgaon Incline Mine,2800,2391,39.4,87.0,87.4,91.9,22.6,1.4,0.0,409,14.6,1,2299.9,2230.2,17.56,-0.1461,10.0
2026-02-09,gumgaon,Gumgaon Incline Mine,2800,2250,38.9,86.6,91.7,89.5,23.1,0.9,0.0,550,19.6,1,2303.6,2227.5,18.07,-0.1964,9.4
2026-02-10,gumgaon,Gumgaon Incline Mine,2800,2171,38.5,85.3,87.0,88.2,22.1,1.9,0.0,629,22.5,1,2277.0,2220.9,19.18,-0.2246,10.5
2026-02-11,gumgaon,Gumgaon Incline Mine,2800,2359,38.7,85.4,90.1,94.1,22.1,1.9,0.0,441,15.8,1,2292.7,2245.2,18.33,-0.1575,10.6
2026-02-12,gumgaon,Gumgaon Incline Mine,2800,2288,39.0,88.1,86.5,88.6,22.1,1.9,0.0,512,18.3,1,2288.6,2246.0,18.32,-0.1829,11.0
2026-02-13,gumgaon,Gumgaon Incline Mine,2800,2341,37.8,85.0,93.3,94.9,23.3,0.7,0.0,459,16.4,1,2291.3,2256.5,17.84,-0.1639,10.5
2026-02-14,gumgaon,Gumgaon Incline Mine,2800,2339,39.0,87.5,87.2,91.1,22.1,1.9,0.0,461,16.5,1,2305.6,2260.7,17.51,-0.1646,10.6
2026-02-15,gumgaon,Gumgaon Incline Mine,2800,2353,39.0,87.1,86.4,93.4,22.1,1.9,0.0,447,16.0,1,2300.1,2266.7,17.13,-0.1596,11.1
2026-02-16,gumgaon,Gumgaon Incline Mine,2800,2250,37.6,87.0,96.5,85.5,23.2,0.8,0.0,550,19.6,1,2300.1,2267.7,17.75,-0.1964,11.0
2026-02-17,gumgaon,Gumgaon Incline Mine,2800,2258,38.7,85.8,90.9,90.6,23.2,0.8,0.0,542,19.4,1,2312.6,2271.7,18.16,-0.1936,9.9
2026-02-18,gumgaon,Gumgaon Incline Mine,2800,2188,37.3,84.5,92.4,89.3,22.7,1.3,0.0,612,21.9,1,2288.1,2270.2,19.1,-0.2186,9.3
2026-02-19,gumgaon,Gumgaon Incline Mine,2800,2354,37.5,86.9,93.2,89.7,22.9,1.1,0.0,446,15.9,1,2297.6,2273.2,18.3,-0.1593,8.5
2026-02-20,gumgaon,Gumgaon Incline Mine,2800,2232,37.7,86.3,88.4,86.3,22.6,1.4,0.0,568,20.3,1,2282.0,2274.5,18.8,-0.2029,9.2
2026-02-21,gumgaon,Gumgaon Incline Mine,2800,2321,38.2,87.6,85.7,94.1,22.1,1.9,0.0,479,17.1,1,2279.4,2281.2,18.37,-0.1711,9.2
2026-02-22,gumgaon,Gumgaon Incline Mine,2800,2203,38.0,84.7,87.1,91.9,22.3,1.7,0.0,597,21.3,1,2258.0,2281.0,19.1,-0.2132,9.0
2026-02-23,gumgaon,Gumgaon Incline Mine,2800,2179,39.4,86.1,92.5,87.4,22.4,1.6,0.0,621,22.2,1,2247.9,2282.3,19.88,-0.2218,9.8
