mine_id,sample_id,latitude,longitude,depth_m,lithology,mn_grade,assay_confidence,lineament_distance,terrain_score,spectral_signal,prospectivity_label,depth_zone,grade_anomaly,lineament_proximity_score
dongri-buzurg,EXP-DON-0015,21.554,79.72935,33,Mansar Gondite Horizon,42.5,0.89,153.5,0.87,0.793,HIGH PROSPECT (UNFC-111 Proved),Zone-0_Overburden,10.6,0.923
dongri-buzurg,EXP-DON-0008,21.53555,79.73328,167,Basement Gneiss,28.1,0.73,278.7,0.7,0.486,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-3.8,0.861
tirodi,EXP-TIR-0095,21.70495,79.68157,246,Basement Gneiss,26.4,0.75,439.3,0.73,0.46,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-1.5,0.78
dongri-buzurg,EXP-DON-0093,21.54655,79.73332,301,Basement Gneiss,22.4,0.75,1504.6,0.87,0.292,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-9.5,0.248
balaghat,EXP-BAL-0036,21.82516,80.18577,182,Mansar Gondite Horizon,45.9,0.99,547.4,0.88,0.909,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,14.2,0.726
tirodi,EXP-TIR-0059,21.70151,79.72136,62,Mansar Gondite Horizon,31.6,0.9,1158.4,0.82,0.725,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,3.7,0.421
balaghat,EXP-BAL-0022,21.78883,80.16224,211,Mansar Gondite Horizon,39.9,0.88,321.1,0.86,0.721,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,8.2,0.839
balaghat,EXP-BAL-0005,21.80988,80.16873,45,Basement Gneiss,26.5,0.75,968.1,0.68,0.386,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-5.2,0.516
balaghat,EXP-BAL-0063,21.82797,80.18635,223,Quartzite Schist,35.9,0.86,914.3,0.86,0.606,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,4.2,0.543
balaghat,EXP-BAL-0049,21.78929,80.16367,56,Basement Gneiss,29.4,0.76,133.9,0.76,0.485,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,-2.3,0.933
balaghat,EXP-BAL-0046,21.78177,80.17893,222,Quartzite Schist,32.6,0.84,1319.2,0.87,0.615,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,0.9,0.34
balaghat,EXP-BAL-0071,21.81041,80.17811,60,Basement Gneiss,31.8,0.74,18.1,0.9,0.521,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,0.1,0.991
dongri-buzurg,EXP-DON-0072,21.55829,79.71337,281,Basement Gneiss,26.3,0.75,912.0,0.8,0.448,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.6,0.544
tirodi,EXP-TIR-0082,21.66656,79.68445,321,Basement Gneiss,25.0,0.75,827.3,0.92,0.34,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-2.9,0.586
balaghat,EXP-BAL-0023,21.81405,80.17954,320,Basement Gneiss,26.5,0.76,521.7,0.69,0.441,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-5.2,0.739
dongri-buzurg,EXP-DON-0098,21.53814,79.72541,193,Basement Gneiss,30.1,0.75,180.7,0.92,0.533,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.8,0.91
tirodi,EXP-TIR-0052,21.68144,79.69949,41,Quartzite Schist,29.4,0.85,1347.1,0.92,0.518,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,1.5,0.326
gumgaon,EXP-GUM-0046,21.40687,78.98916,76,Quartzite Schist,31.7,0.82,257.6,0.92,0.665,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,2.5,0.871
tirodi,EXP-TIR-0005,21.68863,79.69567,318,Basement Gneiss,24.4,0.72,910.6,0.85,0.385,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-3.5,0.545
tirodi,EXP-TIR-0016,21.69305,79.71628,241,Basement Gneiss,22.4,0.73,1537.5,0.79,0.307,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.5,0.231
gumgaon,EXP-GUM-0060,21.36131,78.98821,286,Basement Gneiss,21.9,0.76,1289.7,0.75,0.371,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.3,0.355
tirodi,EXP-TIR-0089,21.66692,79.70822,248,Basement Gneiss,25.7,0.76,328.2,0.84,0.488,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.2,0.836
ukwa,EXP-UKW-0073,21.98085,80.48511,123,Mansar Gondite Horizon,39.1,0.99,1458.1,0.98,0.825,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.6,0.271
tirodi,EXP-TIR-0014,21.70528,79.71562,160,Basement Gneiss,28.2,0.81,1032.4,0.75,0.471,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,0.3,0.484
gumgaon,EXP-GUM-0018,21.37516,79.00016,138,Mansar Gondite Horizon,40.6,0.97,417.9,0.78,0.849,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.4,0.791
tirodi,EXP-TIR-0036,21.70471,79.71802,69,Mansar Gondite Horizon,34.2,0.94,1196.8,0.87,0.761,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,6.3,0.402
tirodi,EXP-TIR-0050,21.70105,79.72854,246,Basement Gneiss,22.2,0.75,1789.9,0.91,0.312,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.7,0.105
ukwa,EXP-UKW-0042,21.9679,80.44902,236,Basement Gneiss,23.6,0.73,1608.5,0.71,0.377,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-7.9,0.196
dongri-buzurg,EXP-DON-0097,21.53719,79.73957,188,Basement Gneiss,25.5,0.74,1058.6,0.76,0.382,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-6.4,0.471
ukwa,EXP-UKW-0022,21.97626,80.44752,116,Mansar Gondite Horizon,40.8,0.98,823.0,0.82,0.836,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,9.3,0.588
gumgaon,EXP-GUM-0064,21.36345,78.98985,113,Mansar Gondite Horizon,36.8,0.95,896.3,0.95,0.793,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.6,0.552
gumgaon,EXP-GUM-0083,21.40095,79.01404,248,Basement Gneiss,25.6,0.74,164.6,0.92,0.487,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.6,0.918
tirodi,EXP-TIR-0090,21.66512,79.69427,214,Basement Gneiss,26.2,0.73,54.3,0.9,0.54,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-1.7,0.973
dongri-buzurg,EXP-DON-0083,21.53974,79.70884,219,Basement Gneiss,23.5,0.72,1577.2,0.71,0.31,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-8.4,0.211
ukwa,EXP-UKW-0047,21.97662,80.4552,320,Basement Gneiss,29.7,0.73,53.1,0.74,0.461,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.8,0.973
tirodi,EXP-TIR-0028,21.69911,79.70767,299,Basement Gneiss,22.8,0.75,1391.5,0.69,0.365,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.1,0.304
ukwa,EXP-UKW-0020,21.96713,80.44481,179,Basement Gneiss,33.3,0.79,293.6,0.87,0.579,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,1.8,0.853
ukwa,EXP-UKW-0053,21.95407,80.44402,154,Mansar Gondite Horizon,37.8,0.88,18.0,0.84,0.817,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,6.3,0.991
ukwa,EXP-UKW-0013,21.9777,80.44657,87,Mansar Gondite Horizon,38.9,0.92,752.9,0.65,0.784,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,7.4,0.624
ukwa,EXP-UKW-0036,21.98158,80.46456,82,Mansar Gondite Horizon,34.6,0.92,1386.8,0.78,0.646,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,3.1,0.307
ukwa,EXP-UKW-0051,21.95815,80.4869,304,Basement Gneiss,25.1,0.75,907.9,0.98,0.429,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.4,0.546
gumgaon,EXP-GUM-0075,21.37194,79.00956,335,Basement Gneiss,21.9,0.74,1681.3,0.95,0.328,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-7.3,0.159
ukwa,EXP-UKW-0046,21.94585,80.47681,145,Mansar Gondite Horizon,36.3,0.91,1416.1,0.91,0.702,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,4.8,0.292
dongri-buzurg,EXP-DON-0074,21.54311,79.72417,251,Basement Gneiss,29.2,0.75,253.0,0.72,0.483,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-2.7,0.874
gumgaon,EXP-GUM-0020,21.40653,78.99282,282,Basement Gneiss,25.8,0.75,567.5,0.94,0.475,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.4,0.716
tirodi,EXP-TIR-0002,21.68831,79.71271,47,Quartzite Schist,29.6,0.83,671.8,0.81,0.623,MEDIUM PROSPECT (UNFC-122 Probable),Zone-0_Overburden,1.7,0.664
dongri-buzurg,EXP-DON-0099,21.56598,79.69731,86,Mansar Gondite Horizon,46.2,0.93,239.8,0.96,0.865,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,14.3,0.88
ukwa,EXP-UKW-0079,21.97056,80.44915,142,Mansar Gondite Horizon,37.6,0.93,1300.2,0.68,0.703,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,6.1,0.35
dongri-buzurg,EXP-DON-0019,21.55907,79.71349,106,Quartzite Schist,34.9,0.88,1010.4,0.74,0.695,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,3.0,0.495
dongri-buzurg,EXP-DON-0029,21.53491,79.73495,58,Mansar Gondite Horizon,47.2,0.98,366.9,0.81,0.917,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,15.3,0.817
tirodi,EXP-TIR-0026,21.68309,79.73069,302,Basement Gneiss,29.2,0.73,0.7,0.85,0.543,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,1.3,1.0
tirodi,EXP-TIR-0067,21.69455,79.70338,67,Mansar Gondite Horizon,35.8,0.93,478.1,0.73,0.805,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,7.9,0.761
tirodi,EXP-TIR-0086,21.66307,79.71747,329,Basement Gneiss,21.4,0.75,1677.4,0.89,0.35,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-6.5,0.161
ukwa,EXP-UKW-0066,21.94512,80.45876,46,Basement Gneiss,26.0,0.78,1411.1,0.67,0.44,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-0_Overburden,-5.5,0.294
gumgaon,EXP-GUM-0022,21.40878,79.01905,284,Basement Gneiss,23.8,0.75,1509.3,0.85,0.342,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-5.4,0.245
balaghat,EXP-BAL-0012,21.81516,80.19824,201,Mansar Gondite Horizon,42.8,0.93,622.2,0.82,0.8,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,11.1,0.689
tirodi,EXP-TIR-0051,21.66541,79.699,326,Basement Gneiss,23.3,0.73,1372.3,0.8,0.273,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-4.6,0.314
tirodi,EXP-TIR-0096,21.70386,79.70832,329,Basement Gneiss,26.0,0.75,180.6,0.89,0.49,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.9,0.91
ukwa,EXP-UKW-0077,21.95349,80.46963,142,Mansar Gondite Horizon,37.0,0.92,1249.3,0.84,0.698,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,5.5,0.375
dongri-buzurg,EXP-DON-0021,21.56162,79.72077,306,Basement Gneiss,30.7,0.73,185.3,0.66,0.479,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-1.2,0.907
balaghat,EXP-BAL-0016,21.785,80.1716,159,Mansar Gondite Horizon,39.4,0.96,1656.5,0.65,0.752,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,7.7,0.172
tirodi,EXP-TIR-0055,21.69866,79.69096,305,Basement Gneiss,25.1,0.72,245.4,0.67,0.456,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.8,0.877
gumgaon,EXP-GUM-0025,21.38198,78.99228,226,Basement Gneiss,26.0,0.74,408.8,0.86,0.502,MEDIUM PROSPECT (UNFC-122 Probable),Zone-3_Breccia,-3.2,0.796
ukwa,EXP-UKW-0033,21.96159,80.48678,89,Mansar Gondite Horizon,37.0,0.94,1279.3,0.66,0.647,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,5.5,0.36
ukwa,EXP-UKW-0008,21.95555,80.47188,297,Basement Gneiss,26.1,0.74,806.5,0.72,0.437,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.4,0.597
balaghat,EXP-BAL-0010,21.7832,80.17812,61,Basement Gneiss,25.6,0.73,1236.3,0.76,0.389,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-6.1,0.382
tirodi,EXP-TIR-0011,21.69693,79.6991,212,Basement Gneiss,27.1,0.75,335.7,0.94,0.484,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-0.8,0.832
balaghat,EXP-BAL-0055,21.81109,80.18262,117,Quartzite Schist,32.2,0.83,486.8,0.9,0.64,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,0.5,0.757
gumgaon,EXP-GUM-0010,21.40956,78.99342,57,Basement Gneiss,28.8,0.76,961.3,0.74,0.498,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-1_Schist,-0.4,0.519
dongri-buzurg,EXP-DON-0081,21.56667,79.70931,231,Basement Gneiss,22.9,0.76,1456.4,0.69,0.381,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-3_Breccia,-9.0,0.272
dongri-buzurg,EXP-DON-0003,21.52728,79.74182,208,Basement Gneiss,27.2,0.73,173.0,0.96,0.465,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-4.7,0.914
ukwa,EXP-UKW-0030,21.98999,80.47282,200,Basement Gneiss,23.5,0.77,1304.7,0.83,0.359,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-2_GonditeReef,-8.0,0.348
dongri-buzurg,EXP-DON-0084,21.55502,79.72959,174,Basement Gneiss,29.7,0.76,290.1,0.84,0.498,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,-2.2,0.855
gumgaon,EXP-GUM-0082,21.38637,79.02297,305,Basement Gneiss,23.6,0.75,1194.0,0.71,0.383,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.6,0.403
balaghat,EXP-BAL-0081,21.78873,80.17067,141,Mansar Gondite Horizon,35.8,0.9,1331.5,0.77,0.74,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,4.1,0.334
dongri-buzurg,EXP-DON-0052,21.55584,79.70433,302,Basement Gneiss,29.4,0.75,219.0,0.76,0.481,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-2.5,0.89
ukwa,EXP-UKW-0060,21.97443,80.45576,74,Quartzite Schist,38.8,0.89,242.4,0.71,0.778,HIGH PROSPECT (UNFC-111 Proved),Zone-1_Schist,7.3,0.879
ukwa,EXP-UKW-0088,21.96099,80.48207,148,Mansar Gondite Horizon,37.4,0.9,764.5,0.91,0.723,MEDIUM PROSPECT (UNFC-122 Probable),Zone-2_GonditeReef,5.9,0.618
balaghat,EXP-BAL-0069,21.82015,80.21019,338,Basement Gneiss,27.8,0.75,510.3,0.96,0.499,MEDIUM PROSPECT (UNFC-122 Probable),Zone-4_Basement,-3.9,0.745
ukwa,EXP-UKW-0090,21.96824,80.48076,98,Mansar Gondite Horizon,37.8,0.96,1444.7,0.97,0.753,MEDIUM PROSPECT (UNFC-122 Probable),Zone-1_Schist,6.3,0.278
ukwa,EXP-UKW-0006,21.94585,80.44578,324,Basement Gneiss,25.7,0.74,763.7,0.85,0.409,LOW PROSPECT (UNFC-333 Reconnaissance),Zone-4_Basement,-5.8,0.618
balaghat,EXP-BAL-0074,21.809,80.17981,162,Mansar Gondite Horizon,47.1,0.98,12.8,0.82,0.926,HIGH PROSPECT (UNFC-111 Proved),Zone-2_GonditeReef,15.4,0.994
